"","區域名","里數","鄰數","戶數","人口數","男","女","年月","地區"
"1719","內門區","18","207","5067","15254","8291","6963","103.6","高雄市"
"1720","茂林區","3","19","584","1876","931","945","103.6","高雄市"
"1721","桃源區","8","39","1326","4340","2291","2049","103.6","高雄市"
"1722","那瑪夏區","3","20","865","3196","1665","1531","103.6","高雄市"
"1723","高雄市","891","17624","1060315","2777240","1383208","1394032","103.7","高雄市"
"1724","鹽埕區","21","232","10910","25571","12770","12801","103.7","高雄市"
"1725","鼓山區","38","722","55161","135288","65724","69564","103.7","高雄市"
"1726","左營區","39","760","76715","195351","94867","100484","103.7","高雄市"
"1727","楠梓區","37","803","65677","178129","88049","90080","103.7","高雄市"
"1728","三民一","41","659","33030","82626","40973","41653","103.7","高雄市"
"1729","三民二","45","1084","101411","264980","128074","136906","103.7","高雄市"
"1730","新興區","32","456","22731","52745","25428","27317","103.7","高雄市"
"1731","前金區","20","263","12516","27884","13424","14460","103.7","高雄市"
"1732","苓雅區","69","1248","72076","176368","85381","90987","103.7","高雄市"
"1733","前鎮區","59","1298","77806","194144","95941","98203","103.7","高雄市"
"1734","旗津區","13","212","10926","28978","15023","13955","103.7","高雄市"
"1735","小港區","38","697","65644","155879","77783","78096","103.7","高雄市"
"1736","鳳山一","41","1052","69531","179156","87736","91420","103.7","高雄市"
"1737","鳳山二","35","1007","65355","174138","86481","87657","103.7","高雄市"
"1738","林園區","24","525","25335","70508","35891","34617","103.7","高雄市"
"1739","大寮區","25","747","40615","110779","57109","53670","103.7","高雄市"
"1740","大樹區","18","376","13236","43198","22211","20987","103.7","高雄市"
"1741","大社區","9","175","12568","34251","17468","16783","103.7","高雄市"
"1742","仁武區","16","389","29944","80330","41113","39217","103.7","高雄市"
"1743","鳥松區","7","192","17417","43611","22165","21446","103.7","高雄市"
"1744","岡山區","33","540","34328","97741","48649","49092","103.7","高雄市"
"1745","橋頭區","17","359","13117","37081","18923","18158","103.7","高雄市"
"1746","燕巢區","11","288","10333","30484","16180","14304","103.7","高雄市"
"1747","田寮區","10","154","3430","7697","4285","3412","103.7","高雄市"
"1748","阿蓮區","12","276","9362","29606","14935","14671","103.7","高雄市"
"1749","路竹區","20","395","16552","53004","27079","25925","103.7","高雄市"
"1750","湖內區","14","260","10269","29337","15031","14306","103.7","高雄市"
"1751","茄萣區","15","339","10370","30721","15904","14817","103.7","高雄市"
"1752","永安區","6","81","5816","14127","7103","7024","103.7","高雄市"
"1753","彌陀區","12","227","6705","19925","10304","9621","103.7","高雄市"
"1754","梓官區","15","286","12403","36357","18785","17572","103.7","高雄市"
"1755","旗山區","21","381","13877","38304","19867","18437","103.7","高雄市"
"1756","美濃區","19","389","14461","41445","21666","19779","103.7","高雄市"
"1757","六龜區","12","221","5666","13783","7437","6346","103.7","高雄市"
"1758","甲仙區","7","103","2371","6427","3416","3011","103.7","高雄市"
"1759","杉林區","8","143","4827","12605","6863","5742","103.7","高雄市"
"1760","內門區","18","207","5063","15256","8281","6975","103.7","高雄市"
"1761","茂林區","3","19","584","1894","939","955","103.7","高雄市"
"1762","桃源區","8","39","1314","4317","2276","2041","103.7","高雄市"
"1763","那瑪夏區","3","20","863","3215","1674","1541","103.7","高雄市"
"1764","高雄市","891","17624","1061818","2777318","1382884","1394434","103.8","高雄市"
"1765","鹽埕區","21","232","10910","25548","12740","12808","103.8","高雄市"
"1766","鼓山區","38","722","55294","135382","65766","69616","103.8","高雄市"
"1767","左營區","39","760","76855","195467","94870","100597","103.8","高雄市"
"1768","楠梓區","37","803","65826","178164","88036","90128","103.8","高雄市"
"1769","三民一","41","659","33061","82528","40924","41604","103.8","高雄市"
"1770","三民二","45","1084","101606","265043","128072","136971","103.8","高雄市"
"1771","新興區","32","456","22748","52654","25367","27287","103.8","高雄市"
"1772","前金區","20","263","12531","27855","13407","14448","103.8","高雄市"
"1773","苓雅區","69","1248","72160","176244","85267","90977","103.8","高雄市"
"1774","前鎮區","59","1298","77866","194042","95869","98173","103.8","高雄市"
"1775","旗津區","13","212","10936","28973","15014","13959","103.8","高雄市"
"1776","小港區","38","697","65749","155948","77819","78129","103.8","高雄市"
"1777","鳳山一","41","1052","69589","179091","87682","91409","103.8","高雄市"
"1778","鳳山二","35","1007","65459","174250","86529","87721","103.8","高雄市"
"1779","林園區","24","525","25360","70480","35869","34611","103.8","高雄市"
"1780","大寮區","25","747","40726","110950","57191","53759","103.8","高雄市"
"1781","大樹區","18","376","13251","43223","22212","21011","103.8","高雄市"
"1782","大社區","9","175","12592","34299","17503","16796","103.8","高雄市"
"1783","仁武區","16","389","30030","80442","41164","39278","103.8","高雄市"
"1784","鳥松區","7","192","17428","43602","22152","21450","103.8","高雄市"
"1785","岡山區","33","540","34355","97693","48618","49075","103.8","高雄市"
"1786","橋頭區","17","359","13164","37150","18949","18201","103.8","高雄市"
"1787","燕巢區","11","288","10331","30451","16149","14302","103.8","高雄市"
"1788","田寮區","10","154","3428","7699","4282","3417","103.8","高雄市"
"1789","阿蓮區","12","276","9361","29597","14935","14662","103.8","高雄市"
"1790","路竹區","20","395","16569","52971","27064","25907","103.8","高雄市"
"1791","湖內區","14","260","10293","29356","15025","14331","103.8","高雄市"
"1792","茄萣區","15","339","10374","30722","15904","14818","103.8","高雄市"
"1793","永安區","6","81","5822","14141","7112","7029","103.8","高雄市"
"1794","彌陀區","12","227","6709","19907","10297","9610","103.8","高雄市"
"1795","梓官區","15","286","12417","36395","18802","17593","103.8","高雄市"
"1796","旗山區","21","381","13872","38246","19836","18410","103.8","高雄市"
"1797","美濃區","19","389","14456","41372","21619","19753","103.8","高雄市"
"1798","六龜區","12","221","5659","13751","7419","6332","103.8","高雄市"
"1799","甲仙區","7","103","2371","6426","3413","3013","103.8","高雄市"
"1800","杉林區","8","143","4841","12617","6865","5752","103.8","高雄市"
"1801","內門區","18","207","5064","15236","8264","6972","103.8","高雄市"
"1802","茂林區","3","19","584","1899","942","957","103.8","高雄市"
"1803","桃源區","8","39","1309","4289","2260","2029","103.8","高雄市"
"1804","那瑪夏區","3","20","862","3215","1676","1539","103.8","高雄市"
"1805","高雄市","891","17624","1063794","2777461","1382862","1394599","103.9","高雄市"
"1806","鹽埕區","21","232","10904","25479","12704","12775","103.9","高雄市"
"1807","鼓山區","38","722","55478","135524","65837","69687","103.9","高雄市"
"1808","左營區","39","760","77050","195536","94850","100686","103.9","高雄市"
"1809","楠梓區","37","803","66028","178320","88122","90198","103.9","高雄市"
"1810","三民一","41","659","33127","82496","40926","41570","103.9","高雄市"
"1811","三民二","45","1084","101739","264955","127966","136989","103.9","高雄市"
"1812","新興區","32","456","22791","52624","25338","27286","103.9","高雄市"
"1813","前金區","20","263","12571","27869","13421","14448","103.9","高雄市"
"1814","苓雅區","69","1248","72226","176033","85171","90862","103.9","高雄市"
"1815","前鎮區","59","1298","78019","194080","95913","98167","103.9","高雄市"
"1816","旗津區","13","212","10942","28960","15014","13946","103.9","高雄市"
"1817","小港區","38","697","65846","155893","77752","78141","103.9","高雄市"
"1818","鳳山一","41","1052","69663","179055","87685","91370","103.9","高雄市"
"1819","鳳山二","35","1007","65640","174421","86590","87831","103.9","高雄市"
"1820","林園區","24","525","25380","70455","35853","34602","103.9","高雄市"
"1821","大寮區","25","747","40830","111054","57225","53829","103.9","高雄市"
"1822","大樹區","18","376","13269","43224","22219","21005","103.9","高雄市"
"1823","大社區","9","175","12613","34333","17516","16817","103.9","高雄市"
"1824","仁武區","16","389","30160","80610","41237","39373","103.9","高雄市"
"1825","鳥松區","7","192","17469","43647","22189","21458","103.9","高雄市"
"1826","岡山區","33","540","34403","97662","48606","49056","103.9","高雄市"
"1827","橋頭區","17","359","13187","37135","18940","18195","103.9","高雄市"
"1828","燕巢區","11","288","10342","30443","16145","14298","103.9","高雄市"
"1829","田寮區","10","154","3422","7701","4279","3422","103.9","高雄市"
"1830","阿蓮區","12","276","9366","29560","14922","14638","103.9","高雄市"
"1831","路竹區","20","395","16628","52989","27083","25906","103.9","高雄市"
"1832","湖內區","14","260","10318","29378","15041","14337","103.9","高雄市"
"1833","茄萣區","15","339","10380","30681","15888","14793","103.9","高雄市"
"1834","永安區","6","81","5822","14149","7110","7039","103.9","高雄市"
"1835","彌陀區","12","227","6722","19917","10305","9612","103.9","高雄市"
"1836","梓官區","15","286","12418","36368","18787","17581","103.9","高雄市"
"1837","旗山區","21","381","13877","38183","19802","18381","103.9","高雄市"
"1838","美濃區","19","389","14469","41333","21614","19719","103.9","高雄市"
"1839","六龜區","12","221","5663","13734","7417","6317","103.9","高雄市"
"1840","甲仙區","7","103","2372","6426","3413","3013","103.9","高雄市"
"1841","杉林區","8","143","4841","12614","6864","5750","103.9","高雄市"
"1842","內門區","18","207","5060","15215","8244","6971","103.9","高雄市"
"1843","茂林區","3","19","584","1906","947","959","103.9","高雄市"
"1844","桃源區","8","39","1314","4289","2256","2033","103.9","高雄市"
"1845","那瑪夏區","3","20","861","3210","1671","1539","103.9","高雄市"
"1846","高雄市","891","17624","1063871","2777773","1382805","1394968","103.10","高雄市"
"1847","鹽埕區","21","232","10892","25454","12699","12755","103.10","高雄市"
"1848","鼓山區","38","722","55452","135563","65825","69738","103.10","高雄市"
"1849","左營區","39","760","77058","195529","94859","100670","103.10","高雄市"
"1850","楠梓區","37","803","66034","178356","88114","90242","103.10","高雄市"
"1851","三民一","41","659","33110","82438","40903","41535","103.10","高雄市"
"1852","三民二","45","1084","101750","265026","127970","137056","103.10","高雄市"
"1853","新興區","32","456","22784","52614","25322","27292","103.10","高雄市"
"1854","前金區","20","263","12557","27825","13398","14427","103.10","高雄市"
"1855","苓雅區","69","1248","72205","175977","85116","90861","103.10","高雄市"
"1856","前鎮區","59","1298","78022","193989","95867","98122","103.10","高雄市"
"1857","旗津區","13","212","10946","28967","15029","13938","103.10","高雄市"
"1858","小港區","38","697","65893","156037","77812","78225","103.10","高雄市"
"1859","鳳山一","41","1052","69633","179031","87674","91357","103.10","高雄市"
"1860","鳳山二","35","1007","65665","174555","86610","87945","103.10","高雄市"
"1861","林園區","24","525","25375","70426","35850","34576","103.10","高雄市"
"1862","大寮區","25","747","40841","111073","57214","53859","103.10","高雄市"
"1863","大樹區","18","376","13276","43206","22215","20991","103.10","高雄市"
"1864","大社區","9","175","12629","34372","17535","16837","103.10","高雄市"
"1865","仁武區","16","389","30202","80715","41274","39441","103.10","高雄市"
"1866","鳥松區","7","192","17482","43671","22197","21474","103.10","高雄市"
"1867","岡山區","33","540","34414","97710","48616","49094","103.10","高雄市"
"1868","橋頭區","17","359","13185","37158","18951","18207","103.10","高雄市"
"1869","燕巢區","11","288","10340","30421","16129","14292","103.10","高雄市"
"1870","田寮區","10","154","3416","7697","4270","3427","103.10","高雄市"
"1871","阿蓮區","12","276","9378","29549","14923","14626","103.10","高雄市"
"1872","路竹區","20","395","16643","53000","27087","25913","103.10","高雄市"
"1873","湖內區","14","260","10320","29387","15052","14335","103.10","高雄市"
"1874","茄萣區","15","339","10377","30682","15889","14793","103.10","高雄市"
"1875","永安區","6","81","5821","14161","7117","7044","103.10","高雄市"
"1876","彌陀區","12","227","6714","19911","10291","9620","103.10","高雄市"
"1877","梓官區","15","286","12419","36374","18796","17578","103.10","高雄市"
"1878","旗山區","21","381","13875","38166","19793","18373","103.10","高雄市"
"1879","美濃區","19","389","14476","41358","21620","19738","103.10","高雄市"
"1880","六龜區","12","221","5659","13733","7417","6316","103.10","高雄市"
"1881","甲仙區","7","103","2372","6423","3410","3013","103.10","高雄市"
"1882","杉林區","8","143","4842","12600","6854","5746","103.10","高雄市"
"1883","內門區","18","207","5059","15215","8237","6978","103.10","高雄市"
"1884","茂林區","3","19","583","1909","947","962","103.10","高雄市"
"1885","桃源區","8","39","1312","4290","2258","2032","103.10","高雄市"
"1886","那瑪夏區","3","20","860","3205","1665","1540","103.10","高雄市"
"1887","高雄市","891","17624","1063946","2778155","1382820","1395335","103.11","高雄市"
"1888","鹽埕區","21","232","10885","25450","12692","12758","103.11","高雄市"
"1889","鼓山區","38","722","55446","135592","65840","69752","103.11","高雄市"
"1890","左營區","39","760","77044","195554","94873","100681","103.11","高雄市"
"1891","楠梓區","37","803","66065","178448","88159","90289","103.11","高雄市"
"1892","三民一","41","659","33092","82410","40886","41524","103.11","高雄市"
"1893","三民二","45","1084","101758","265067","127972","137095","103.11","高雄市"
"1894","新興區","32","456","22774","52613","25320","27293","103.11","高雄市"
"1895","前金區","20","263","12551","27817","13396","14421","103.11","高雄市"
"1896","苓雅區","69","1248","72196","175963","85118","90845","103.11","高雄市"
"1897","前鎮區","59","1298","78036","193933","95801","98132","103.11","高雄市"
"1898","旗津區","13","212","10944","28957","15018","13939","103.11","高雄市"
"1899","小港區","38","697","65905","156075","77839","78236","103.11","高雄市"
"1900","鳳山一","41","1052","69623","179125","87670","91455","103.11","高雄市"
"1901","鳳山二","35","1007","65678","174665","86670","87995","103.11","高雄市"
"1902","林園區","24","525","25391","70478","35870","34608","103.11","高雄市"
"1903","大寮區","25","747","40834","111059","57211","53848","103.11","高雄市"
"1904","大樹區","18","376","13278","43210","22215","20995","103.11","高雄市"
"1905","大社區","9","175","12648","34399","17554","16845","103.11","高雄市"
"1906","仁武區","16","389","30249","80773","41285","39488","103.11","高雄市"
"1907","鳥松區","7","192","17486","43711","22206","21505","103.11","高雄市"
"1908","岡山區","33","540","34414","97730","48637","49093","103.11","高雄市"
"1909","橋頭區","17","359","13185","37173","18951","18222","103.11","高雄市"
"1910","燕巢區","11","288","10337","30392","16106","14286","103.11","高雄市"
"1911","田寮區","10","154","3412","7694","4263","3431","103.11","高雄市"
"1912","阿蓮區","12","276","9384","29558","14923","14635","103.11","高雄市"
"1913","路竹區","20","395","16661","53020","27101","25919","103.11","高雄市"
"1914","湖內區","14","260","10319","29382","15046","14336","103.11","高雄市"
"1915","茄萣區","15","339","10379","30672","15878","14794","103.11","高雄市"
"1916","永安區","6","81","5816","14149","7108","7041","103.11","高雄市"
"1917","彌陀區","12","227","6716","19906","10289","9617","103.11","高雄市"
"1918","梓官區","15","286","12421","36378","18782","17596","103.11","高雄市"
"1919","旗山區","21","381","13864","38143","19776","18367","103.11","高雄市"
"1920","美濃區","19","389","14470","41325","21609","19716","103.11","高雄市"
"1921","六龜區","12","221","5659","13702","7402","6300","103.11","高雄市"
"1922","甲仙區","7","103","2370","6436","3409","3027","103.11","高雄市"
"1923","杉林區","8","143","4838","12579","6840","5739","103.11","高雄市"
"1924","內門區","18","207","5058","15204","8233","6971","103.11","高雄市"
"1925","茂林區","3","19","584","1913","949","964","103.11","高雄市"
"1926","桃源區","8","39","1315","4298","2261","2037","103.11","高雄市"
"1927","那瑪夏區","3","20","861","3202","1662","1540","103.11","高雄市"
"1928","高雄市","891","17624","1064667","2778992","1382998","1395994","103.12","高雄市"
"1929","鹽埕區","21","232","10894","25400","12663","12737","103.12","高雄市"
"1930","鼓山區","38","722","55501","135667","65877","69790","103.12","高雄市"
"1931","左營區","39","760","77053","195643","94873","100770","103.12","高雄市"
"1932","楠梓區","37","803","66137","178532","88198","90334","103.12","高雄市"
"1933","三民一","41","659","33070","82323","40819","41504","103.12","高雄市"
"1934","三民二","45","1084","101815","265296","128040","137256","103.12","高雄市"
"1935","新興區","32","456","22730","52534","25292","27242","103.12","高雄市"
"1936","前金區","20","263","12557","27832","13392","14440","103.12","高雄市"
"1937","苓雅區","69","1248","72170","175854","85047","90807","103.12","高雄市"
"1938","前鎮區","59","1298","78093","193952","95757","98195","103.12","高雄市"
"1939","旗津區","13","212","10954","28958","15010","13948","103.12","高雄市"
"1940","小港區","38","697","66012","156171","77893","78278","103.12","高雄市"
"1941","鳳山一","41","1052","69643","179129","87695","91434","103.12","高雄市"
"1942","鳳山二","35","1007","65797","174964","86804","88160","103.12","高雄市"
"1943","林園區","24","525","25394","70476","35853","34623","103.12","高雄市"
"1944","大寮區","25","747","40902","111191","57243","53948","103.12","高雄市"
"1945","大樹區","18","376","13296","43190","22200","20990","103.12","高雄市"
"1946","大社區","9","175","12658","34455","17566","16889","103.12","高雄市"
"1947","仁武區","16","389","30353","80994","41381","39613","103.12","高雄市"
"1948","鳥松區","7","192","17499","43735","22235","21500","103.12","高雄市"
"1949","岡山區","33","540","34443","97751","48636","49115","103.12","高雄市"
"1950","橋頭區","17","359","13185","37198","18957","18241","103.12","高雄市"
"1951","燕巢區","11","288","10340","30397","16116","14281","103.12","高雄市"
"1952","田寮區","10","154","3405","7680","4254","3426","103.12","高雄市"
"1953","阿蓮區","12","276","9386","29566","14921","14645","103.12","高雄市"
"1954","路竹區","20","395","16686","53064","27123","25941","103.12","高雄市"
"1955","湖內區","14","260","10346","29399","15050","14349","103.12","高雄市"
"1956","茄萣區","15","339","10404","30690","15882","14808","103.12","高雄市"
"1957","永安區","6","81","5806","14148","7107","7041","103.12","高雄市"
"1958","彌陀區","12","227","6701","19854","10274","9580","103.12","高雄市"
"1959","梓官區","15","286","12429","36384","18782","17602","103.12","高雄市"
"1960","旗山區","21","381","13856","38100","19770","18330","103.12","高雄市"
"1961","美濃區","19","389","14480","41258","21586","19672","103.12","高雄市"
"1962","六龜區","12","221","5646","13663","7384","6279","103.12","高雄市"
"1963","甲仙區","7","103","2372","6420","3401","3019","103.12","高雄市"
"1964","杉林區","8","143","4831","12531","6821","5710","103.12","高雄市"
"1965","內門區","18","207","5063","15178","8224","6954","103.12","高雄市"
"1966","茂林區","3","19","584","1915","948","967","103.12","高雄市"
"1967","桃源區","8","39","1315","4296","2262","2034","103.12","高雄市"
"1968","那瑪夏區","3","20","861","3204","1662","1542","103.12","高雄市"
"1969","高雄市","891","17624","1065667","2779355","1383118","1396237","104.1","高雄市"
"1970","鹽埕區","21","232","10887","25411","12674","12737","104.1","高雄市"
"1971","鼓山區","38","722","55541","135759","65934","69825","104.1","高雄市"
"1972","左營區","39","760","77136","195777","94928","100849","104.1","高雄市"
"1973","楠梓區","37","803","66223","178666","88237","90429","104.1","高雄市"
"1974","三民一","41","659","33074","82241","40784","41457","104.1","高雄市"
"1975","三民二","45","1084","101884","265370","128064","137306","104.1","高雄市"
"1976","新興區","32","456","22726","52540","25290","27250","104.1","高雄市"
"1977","前金區","20","263","12546","27733","13346","14387","104.1","高雄市"
"1978","苓雅區","69","1248","72201","175762","84957","90805","104.1","高雄市"
"1979","前鎮區","59","1298","78125","193842","95698","98144","104.1","高雄市"
"1980","旗津區","13","212","10955","28907","14986","13921","104.1","高雄市"
"1981","小港區","38","697","66080","156205","77922","78283","104.1","高雄市"
"1982","鳳山一","41","1052","69766","179311","87754","91557","104.1","高雄市"
"1983","鳳山二","35","1007","65903","175101","86873","88228","104.1","高雄市"
"1984","林園區","24","525","25419","70485","35843","34642","104.1","高雄市"
"1985","大寮區","25","747","40940","111231","57256","53975","104.1","高雄市"
"1986","大樹區","18","376","13313","43237","22213","21024","104.1","高雄市"
"1987","大社區","9","175","12665","34449","17557","16892","104.1","高雄市"
"1988","仁武區","16","389","30409","81088","41444","39644","104.1","高雄市"
"1989","鳥松區","7","192","17539","43809","22293","21516","104.1","高雄市"
"1990","岡山區","33","540","34467","97787","48653","49134","104.1","高雄市"
"1991","橋頭區","17","359","13198","37227","18976","18251","104.1","高雄市"
"1992","燕巢區","11","288","10338","30364","16113","14251","104.1","高雄市"
"1993","田寮區","10","154","3399","7643","4235","3408","104.1","高雄市"
"1994","阿蓮區","12","276","9395","29555","14909","14646","104.1","高雄市"
"1995","路竹區","20","395","16699","53071","27140","25931","104.1","高雄市"
"1996","湖內區","14","260","10385","29418","15070","14348","104.1","高雄市"
"1997","茄萣區","15","339","10441","30649","15854","14795","104.1","高雄市"
"1998","永安區","6","81","5805","14111","7087","7024","104.1","高雄市"
"1999","彌陀區","12","227","6714","19827","10260","9567","104.1","高雄市"
"2000","梓官區","15","286","12449","36406","18805","17601","104.1","高雄市"
"2001","旗山區","21","381","13847","38079","19766","18313","104.1","高雄市"
"2002","美濃區","19","389","14502","41167","21537","19630","104.1","高雄市"
"2003","六龜區","12","221","5653","13652","7382","6270","104.1","高雄市"
"2004","甲仙區","7","103","2380","6415","3399","3016","104.1","高雄市"
"2005","杉林區","8","143","4832","12520","6814","5706","104.1","高雄市"
"2006","內門區","18","207","5066","15158","8214","6944","104.1","高雄市"
"2007","茂林區","3","19","584","1910","943","967","104.1","高雄市"
"2008","桃源區","8","39","1317","4278","2255","2023","104.1","高雄市"
"2009","那瑪夏區","3","20","864","3194","1653","1541","104.1","高雄市"
"2010","高雄市","891","17624","1066150","2779527","1383011","1396516","104.2","高雄市"
"2011","鹽埕區","21","232","10888","25379","12649","12730","104.2","高雄市"
"2012","鼓山區","38","722","55594","135910","65986","69924","104.2","高雄市"
"2013","左營區","39","760","77172","195820","94907","100913","104.2","高雄市"
"2014","楠梓區","37","803","66285","178746","88293","90453","104.2","高雄市"
"2015","三民一","41","659","33068","82189","40768","41421","104.2","高雄市"
"2016","三民二","45","1084","101885","265339","128015","137324","104.2","高雄市"
"2017","新興區","32","456","22728","52517","25280","27237","104.2","高雄市"
"2018","前金區","20","263","12553","27728","13352","14376","104.2","高雄市"
"2019","苓雅區","69","1248","72163","175691","84899","90792","104.2","高雄市"
"2020","前鎮區","59","1298","78147","193717","95626","98091","104.2","高雄市"
"2021","旗津區","13","212","10977","28929","14996","13933","104.2","高雄市"
"2022","小港區","38","697","66084","156177","77901","78276","104.2","高雄市"
"2023","鳳山一","41","1052","69810","179386","87788","91598","104.2","高雄市"
"2024","鳳山二","35","1007","66004","175322","86981","88341","104.2","高雄市"
"2025","林園區","24","525","25426","70477","35819","34658","104.2","高雄市"
"2026","大寮區","25","747","40949","111269","57265","54004","104.2","高雄市"
"2027","大樹區","18","376","13324","43246","22217","21029","104.2","高雄市"
"2028","大社區","9","175","12665","34452","17544","16908","104.2","高雄市"
"2029","仁武區","16","389","30433","81163","41461","39702","104.2","高雄市"
"2030","鳥松區","7","192","17539","43800","22298","21502","104.2","高雄市"
"2031","岡山區","33","540","34473","97808","48663","49145","104.2","高雄市"
"2032","橋頭區","17","359","13204","37231","18983","18248","104.2","高雄市"
"2033","燕巢區","11","288","10344","30366","16110","14256","104.2","高雄市"
"2034","田寮區","10","154","3402","7617","4222","3395","104.2","高雄市"
"2035","阿蓮區","12","276","9388","29534","14898","14636","104.2","高雄市"
"2036","路竹區","20","395","16714","53062","27133","25929","104.2","高雄市"
"2037","湖內區","14","260","10397","29428","15075","14353","104.2","高雄市"
"2038","茄萣區","15","339","10444","30627","15844","14783","104.2","高雄市"
"2039","永安區","6","81","5800","14108","7087","7021","104.2","高雄市"
"2040","彌陀區","12","227","6740","19804","10246","9558","104.2","高雄市"
"2041","梓官區","15","286","12495","36459","18826","17633","104.2","高雄市"
"2042","旗山區","21","381","13844","38047","19753","18294","104.2","高雄市"
"2043","美濃區","19","389","14519","41120","21509","19611","104.2","高雄市"
"2044","六龜區","12","221","5652","13656","7376","6280","104.2","高雄市"
"2045","甲仙區","7","103","2373","6401","3392","3009","104.2","高雄市"
"2046","杉林區","8","143","4834","12509","6811","5698","104.2","高雄市"
"2047","內門區","18","207","5064","15133","8196","6937","104.2","高雄市"
"2048","茂林區","3","19","584","1900","938","962","104.2","高雄市"
"2049","桃源區","8","39","1320","4276","2254","2022","104.2","高雄市"
"2050","那瑪夏區","3","20","865","3184","1650","1534","104.2","高雄市"
"2051","高雄市","891","17624","1066924","2779136","1382597","1396539","104.3","高雄市"
"2052","鹽埕區","21","232","10874","25363","12636","12727","104.3","高雄市"
"2053","鼓山區","38","722","55659","136048","66062","69986","104.3","高雄市"
"2054","左營區","39","760","77242","195932","94953","100979","104.3","高雄市"
"2055","楠梓區","37","803","66391","178785","88271","90514","104.3","高雄市"
"2056","三民一","41","659","33078","82112","40714","41398","104.3","高雄市"
"2057","三民二","45","1084","101965","265442","128056","137386","104.3","高雄市"
"2058","新興區","32","456","22740","52446","25249","27197","104.3","高雄市"
"2059","前金區","20","263","12539","27651","13300","14351","104.3","高雄市"
"2060","苓雅區","69","1248","72151","175464","84785","90679","104.3","高雄市"
"2061","前鎮區","59","1298","78194","193601","95540","98061","104.3","高雄市"
"2062","旗津區","13","212","10991","28887","14987","13900","104.3","高雄市"
"2063","小港區","38","697","66094","156086","77848","78238","104.3","高雄市"
"2064","鳳山一","41","1052","69894","179475","87783","91692","104.3","高雄市"
"2065","鳳山二","35","1007","66110","175501","87069","88432","104.3","高雄市"
"2066","林園區","24","525","25428","70451","35795","34656","104.3","高雄市"
"2067","大寮區","25","747","41011","111332","57273","54059","104.3","高雄市"
"2068","大樹區","18","376","13331","43222","22216","21006","104.3","高雄市"
"2069","大社區","9","175","12664","34448","17541","16907","104.3","高雄市"
"2070","仁武區","16","389","30498","81194","41460","39734","104.3","高雄市"
"2071","鳥松區","7","192","17527","43748","22271","21477","104.3","高雄市"
"2072","岡山區","33","540","34477","97794","48648","49146","104.3","高雄市"
"2073","橋頭區","17","359","13217","37299","19013","18286","104.3","高雄市"
"2074","燕巢區","11","288","10338","30313","16082","14231","104.3","高雄市"
"2075","田寮區","10","154","3403","7613","4215","3398","104.3","高雄市"
"2076","阿蓮區","12","276","9387","29508","14883","14625","104.3","高雄市"
"2077","路竹區","20","395","16750","53028","27123","25905","104.3","高雄市"
"2078","湖內區","14","260","10419","29454","15068","14386","104.3","高雄市"
"2079","茄萣區","15","339","10445","30591","15834","14757","104.3","高雄市"
"2080","永安區","6","81","5796","14084","7071","7013","104.3","高雄市"
"2081","彌陀區","12","227","6753","19786","10235","9551","104.3","高雄市"
"2082","梓官區","15","286","12499","36424","18827","17597","104.3","高雄市"
"2083","旗山區","21","381","13841","38002","19718","18284","104.3","高雄市"
"2084","美濃區","19","389","14544","41101","21503","19598","104.3","高雄市"
"2085","六龜區","12","221","5645","13628","7361","6267","104.3","高雄市"
"2086","甲仙區","7","103","2373","6370","3383","2987","104.3","高雄市"
"2087","杉林區","8","143","4826","12493","6806","5687","104.3","高雄市"
"2088","內門區","18","207","5063","15123","8190","6933","104.3","高雄市"
"2089","茂林區","3","19","580","1888","934","954","104.3","高雄市"
"2090","桃源區","8","39","1323","4277","2252","2025","104.3","高雄市"
"2091","那瑪夏區","3","20","864","3172","1642","1530","104.3","高雄市"
"2092","高雄市","891","17624","1067459","2778914","1382344","1396570","104.4","高雄市"
"2093","鹽埕區","21","232","10855","25307","12616","12691","104.4","高雄市"
"2094","鼓山區","38","722","55675","136017","66061","69956","104.4","高雄市"
"2095","左營區","39","760","77294","195896","94898","100998","104.4","高雄市"
"2096","楠梓區","37","803","66525","179030","88366","90664","104.4","高雄市"
"2097","三民一","41","659","33059","82016","40656","41360","104.4","高雄市"
"2098","三民二","45","1084","102000","265466","128064","137402","104.4","高雄市"
"2099","新興區","32","456","22734","52397","25228","27169","104.4","高雄市"
"2100","前金區","20","263","12549","27635","13286","14349","104.4","高雄市"
"2101","苓雅區","69","1248","72168","175326","84732","90594","104.4","高雄市"
"2102","前鎮區","59","1298","78191","193493","95484","98009","104.4","高雄市"
"2103","旗津區","13","212","10993","28891","14988","13903","104.4","高雄市"
"2104","小港區","38","697","66154","156074","77843","78231","104.4","高雄市"
"2105","鳳山一","41","1052","69935","179528","87769","91759","104.4","高雄市"
"2106","鳳山二","35","1007","66192","175573","87079","88494","104.4","高雄市"
"2107","林園區","24","525","25437","70455","35797","34658","104.4","高雄市"
"2108","大寮區","25","747","41029","111368","57269","54099","104.4","高雄市"
"2109","大樹區","18","376","13337","43222","22208","21014","104.4","高雄市"
"2110","大社區","9","175","12656","34458","17540","16918","104.4","高雄市"
"2111","仁武區","16","389","30552","81339","41565","39774","104.4","高雄市"
"2112","鳥松區","7","192","17551","43787","22300","21487","104.4","高雄市"
