"","區域名","里數","鄰數","戶數","人口數","男","女","年月","地區"
"760","岡山區","33","540","33853","97488","48743","48745","101.7","高雄市"
"761","橋頭區","17","359","12959","36881","18854","18027","101.7","高雄市"
"762","燕巢區","11","289","10165","30834","16391","14443","101.7","高雄市"
"763","田寮區","10","154","3498","7897","4397","3500","101.7","高雄市"
"764","阿蓮區","12","276","9279","30095","15196","14899","101.7","高雄市"
"765","路竹區","20","395","16252","53324","27229","26095","101.7","高雄市"
"766","湖內區","14","260","9927","28932","14883","14049","101.7","高雄市"
"767","茄萣區","15","339","10252","30941","16082","14859","101.7","高雄市"
"768","永安區","6","81","5836","14105","7146","6959","101.7","高雄市"
"769","彌陀區","12","227","6686","20199","10460","9739","101.7","高雄市"
"770","梓官區","15","286","12228","36481","18941","17540","101.7","高雄市"
"771","旗山區","21","381","13854","39202","20338","18864","101.7","高雄市"
"772","美濃區","19","389","14331","42308","22106","20202","101.7","高雄市"
"773","六龜區","12","221","5745","14271","7713","6558","101.7","高雄市"
"774","甲仙區","7","103","2428","6706","3574","3132","101.7","高雄市"
"775","杉林區","7","138","4743","12415","6763","5652","101.7","高雄市"
"776","內門區","18","207","5049","15546","8481","7065","101.7","高雄市"
"777","茂林區","3","19","580","1837","919","918","101.7","高雄市"
"778","桃源區","8","39","1367","4624","2438","2186","101.7","高雄市"
"779","那瑪夏區","3","20","878","3207","1656","1551","101.7","高雄市"
"780","高雄市","893","17687","1043274","2776204","1387643","1388561","101.8","高雄市"
"781","鹽埕區","21","237","11037","26449","13198","13251","101.8","高雄市"
"782","鼓山區","38","722","53742","133560","65150","68410","101.8","高雄市"
"783","左營區","40","760","75510","194259","95084","99175","101.8","高雄市"
"784","楠梓區","37","803","63476","175056","86694","88362","101.8","高雄市"
"785","三民一","41","662","33139","84239","41908","42331","101.8","高雄市"
"786","三民二","45","1082","99922","266119","129027","137092","101.8","高雄市"
"787","新興區","32","456","22837","53995","26146","27849","101.8","高雄市"
"788","前金區","20","263","12563","28290","13750","14540","101.8","高雄市"
"789","苓雅區","69","1248","72177","180153","87514","92639","101.8","高雄市"
"790","前鎮區","59","1298","77285","196753","97516","99237","101.8","高雄市"
"791","旗津區","13","212","10968","29506","15312","14194","101.8","高雄市"
"792","小港區","38","697","64738","155226","77751","77475","101.8","高雄市"
"793","鳳山一","43","1113","67800","177850","87548","90302","101.8","高雄市"
"794","鳳山二","35","1007","63339","170467","85028","85439","101.8","高雄市"
"795","林園區","24","525","24850","70344","35960","34384","101.8","高雄市"
"796","大寮區","25","747","39401","109457","56657","52800","101.8","高雄市"
"797","大樹區","18","376","13132","43412","22410","21002","101.8","高雄市"
"798","大社區","9","175","12049","33650","17242","16408","101.8","高雄市"
"799","仁武區","16","389","28038","76719","39459","37260","101.8","高雄市"
"800","鳥松區","7","192","17135","43532","22088","21444","101.8","高雄市"
"801","岡山區","33","540","33898","97500","48703","48797","101.8","高雄市"
"802","橋頭區","17","359","12958","36928","18863","18065","101.8","高雄市"
"803","燕巢區","11","289","10180","30832","16380","14452","101.8","高雄市"
"804","田寮區","10","154","3497","7902","4404","3498","101.8","高雄市"
"805","阿蓮區","12","276","9283","30060","15183","14877","101.8","高雄市"
"806","路竹區","20","395","16285","53262","27209","26053","101.8","高雄市"
"807","湖內區","14","260","9969","28983","14905","14078","101.8","高雄市"
"808","茄萣區","15","339","10263","30953","16088","14865","101.8","高雄市"
"809","永安區","6","81","5842","14126","7162","6964","101.8","高雄市"
"810","彌陀區","12","227","6690","20176","10461","9715","101.8","高雄市"
"811","梓官區","15","286","12252","36508","18952","17556","101.8","高雄市"
"812","旗山區","21","381","13859","39144","20312","18832","101.8","高雄市"
"813","美濃區","19","389","14347","42247","22071","20176","101.8","高雄市"
"814","六龜區","12","221","5744","14246","7695","6551","101.8","高雄市"
"815","甲仙區","7","103","2428","6689","3563","3126","101.8","高雄市"
"816","杉林區","7","138","4770","12448","6777","5671","101.8","高雄市"
"817","內門區","18","207","5048","15552","8487","7065","101.8","高雄市"
"818","茂林區","3","19","581","1836","915","921","101.8","高雄市"
"819","桃源區","8","39","1365","4591","2423","2168","101.8","高雄市"
"820","那瑪夏區","3","20","877","3185","1648","1537","101.8","高雄市"
"821","高雄市","893","17687","1045314","2776550","1387596","1388954","101.9","高雄市"
"822","鹽埕區","21","237","11053","26375","13164","13211","101.9","高雄市"
"823","鼓山區","38","722","53880","133740","65214","68526","101.9","高雄市"
"824","左營區","40","760","75645","194307","95050","99257","101.9","高雄市"
"825","楠梓區","37","803","63738","175254","86817","88437","101.9","高雄市"
"826","三民一","41","662","33157","84107","41830","42277","101.9","高雄市"
"827","三民二","45","1082","100098","265974","128929","137045","101.9","高雄市"
"828","新興區","32","456","22844","53871","26078","27793","101.9","高雄市"
"829","前金區","20","263","12594","28270","13743","14527","101.9","高雄市"
"830","苓雅區","69","1248","72250","179913","87365","92548","101.9","高雄市"
"831","前鎮區","59","1298","77360","196648","97443","99205","101.9","高雄市"
"832","旗津區","13","212","10991","29529","15319","14210","101.9","高雄市"
"833","小港區","38","697","64842","155267","77760","77507","101.9","高雄市"
"834","鳳山一","43","1113","67997","177930","87592","90338","101.9","高雄市"
"835","鳳山二","35","1007","63502","170765","85160","85605","101.9","高雄市"
"836","林園區","24","525","24878","70319","35956","34363","101.9","高雄市"
"837","大寮區","25","747","39543","109562","56681","52881","101.9","高雄市"
"838","大樹區","18","376","13150","43444","22433","21011","101.9","高雄市"
"839","大社區","9","175","12086","33699","17255","16444","101.9","高雄市"
"840","仁武區","16","389","28189","77003","39593","37410","101.9","高雄市"
"841","鳥松區","7","192","17168","43572","22112","21460","101.9","高雄市"
"842","岡山區","33","540","33956","97511","48711","48800","101.9","高雄市"
"843","橋頭區","17","359","12980","36923","18852","18071","101.9","高雄市"
"844","燕巢區","11","289","10168","30810","16368","14442","101.9","高雄市"
"845","田寮區","10","154","3491","7878","4399","3479","101.9","高雄市"
"846","阿蓮區","12","276","9303","30045","15177","14868","101.9","高雄市"
"847","路竹區","20","395","16324","53241","27198","26043","101.9","高雄市"
"848","湖內區","14","260","10005","29055","14947","14108","101.9","高雄市"
"849","茄萣區","15","339","10267","30966","16084","14882","101.9","高雄市"
"850","永安區","6","81","5833","14118","7154","6964","101.9","高雄市"
"851","彌陀區","12","227","6690","20157","10465","9692","101.9","高雄市"
"852","梓官區","15","286","12263","36473","18921","17552","101.9","高雄市"
"853","旗山區","21","381","13867","39101","20288","18813","101.9","高雄市"
"854","美濃區","19","389","14370","42214","22047","20167","101.9","高雄市"
"855","六龜區","12","221","5747","14241","7695","6546","101.9","高雄市"
"856","甲仙區","7","103","2428","6674","3559","3115","101.9","高雄市"
"857","杉林區","7","138","4778","12461","6781","5680","101.9","高雄市"
"858","內門區","18","207","5055","15533","8479","7054","101.9","高雄市"
"859","茂林區","3","19","580","1831","915","916","101.9","高雄市"
"860","桃源區","8","39","1364","4586","2420","2166","101.9","高雄市"
"861","那瑪夏區","3","20","880","3183","1642","1541","101.9","高雄市"
"862","高雄市","893","17687","1045437","2777128","1387672","1389456","101.10","高雄市"
"863","鹽埕區","21","237","11034","26300","13144","13156","101.10","高雄市"
"864","鼓山區","38","722","53884","133781","65208","68573","101.10","高雄市"
"865","左營區","40","760","75625","194520","95121","99399","101.10","高雄市"
"866","楠梓區","37","803","63767","175413","86888","88525","101.10","高雄市"
"867","三民一","41","662","33132","84047","41771","42276","101.10","高雄市"
"868","三民二","45","1082","100100","265972","128873","137099","101.10","高雄市"
"869","新興區","32","456","22837","53801","26041","27760","101.10","高雄市"
"870","前金區","20","263","12571","28223","13713","14510","101.10","高雄市"
"871","苓雅區","69","1248","72182","179727","87246","92481","101.10","高雄市"
"872","前鎮區","59","1298","77331","196528","97388","99140","101.10","高雄市"
"873","旗津區","13","212","10989","29537","15335","14202","101.10","高雄市"
"874","小港區","38","697","64857","155331","77754","77577","101.10","高雄市"
"875","鳳山一","43","1113","68053","178060","87628","90432","101.10","高雄市"
"876","鳳山二","35","1007","63560","171029","85280","85749","101.10","高雄市"
"877","林園區","24","525","24925","70365","35985","34380","101.10","高雄市"
"878","大寮區","25","747","39564","109606","56709","52897","101.10","高雄市"
"879","大樹區","18","376","13138","43400","22418","20982","101.10","高雄市"
"880","大社區","9","175","12084","33694","17259","16435","101.10","高雄市"
"881","仁武區","16","389","28227","77142","39640","37502","101.10","高雄市"
"882","鳥松區","7","192","17179","43590","22137","21453","101.10","高雄市"
"883","岡山區","33","540","33970","97536","48719","48817","101.10","高雄市"
"884","橋頭區","17","359","12991","36960","18877","18083","101.10","高雄市"
"885","燕巢區","11","289","10185","30828","16380","14448","101.10","高雄市"
"886","田寮區","10","154","3489","7876","4396","3480","101.10","高雄市"
"887","阿蓮區","12","276","9294","30026","15164","14862","101.10","高雄市"
"888","路竹區","20","395","16306","53204","27189","26015","101.10","高雄市"
"889","湖內區","14","260","10001","29081","14958","14123","101.10","高雄市"
"890","茄萣區","15","339","10277","30977","16094","14883","101.10","高雄市"
"891","永安區","6","81","5829","14119","7152","6967","101.10","高雄市"
"892","彌陀區","12","227","6687","20138","10464","9674","101.10","高雄市"
"893","梓官區","15","286","12283","36518","18941","17577","101.10","高雄市"
"894","旗山區","21","381","13870","39089","20271","18818","101.10","高雄市"
"895","美濃區","19","389","14376","42197","22033","20164","101.10","高雄市"
"896","六龜區","12","221","5750","14233","7687","6546","101.10","高雄市"
"897","甲仙區","7","103","2426","6660","3553","3107","101.10","高雄市"
"898","杉林區","7","138","4784","12466","6781","5685","101.10","高雄市"
"899","內門區","18","207","5052","15537","8488","7049","101.10","高雄市"
"900","茂林區","3","19","581","1839","921","918","101.10","高雄市"
"901","桃源區","8","39","1362","4584","2419","2165","101.10","高雄市"
"902","那瑪夏區","3","20","885","3194","1647","1547","101.10","高雄市"
"903","高雄市","893","17687","1046080","2777897","1387842","1390055","101.11","高雄市"
"904","鹽埕區","21","237","11029","26277","13114","13163","101.11","高雄市"
"905","鼓山區","38","722","53933","133851","65203","68648","101.11","高雄市"
"906","左營區","40","760","75649","194669","95125","99544","101.11","高雄市"
"907","楠梓區","37","803","63832","175636","87007","88629","101.11","高雄市"
"908","三民一","41","662","33107","83970","41703","42267","101.11","高雄市"
"909","三民二","45","1082","100084","265878","128818","137060","101.11","高雄市"
"910","新興區","32","456","22839","53809","26031","27778","101.11","高雄市"
"911","前金區","20","263","12552","28202","13701","14501","101.11","高雄市"
"912","苓雅區","69","1248","72173","179615","87179","92436","101.11","高雄市"
"913","前鎮區","59","1298","77317","196383","97306","99077","101.11","高雄市"
"914","旗津區","13","212","10985","29489","15312","14177","101.11","高雄市"
"915","小港區","38","697","64990","155595","77881","77714","101.11","高雄市"
"916","鳳山一","43","1113","68148","178257","87718","90539","101.11","高雄市"
"917","鳳山二","35","1007","63643","171246","85371","85875","101.11","高雄市"
"918","林園區","24","525","24940","70393","35993","34400","101.11","高雄市"
"919","大寮區","25","747","39618","109622","56741","52881","101.11","高雄市"
"920","大樹區","18","376","13148","43436","22453","20983","101.11","高雄市"
"921","大社區","9","175","12088","33714","17269","16445","101.11","高雄市"
"922","仁武區","16","389","28324","77237","39668","37569","101.11","高雄市"
"923","鳥松區","7","192","17206","43678","22179","21499","101.11","高雄市"
"924","岡山區","33","540","33988","97564","48723","48841","101.11","高雄市"
"925","橋頭區","17","359","12991","36947","18874","18073","101.11","高雄市"
"926","燕巢區","11","289","10181","30774","16337","14437","101.11","高雄市"
"927","田寮區","10","154","3488","7866","4391","3475","101.11","高雄市"
"928","阿蓮區","12","276","9300","30040","15168","14872","101.11","高雄市"
"929","路竹區","20","395","16313","53157","27178","25979","101.11","高雄市"
"930","湖內區","14","260","10002","29072","14950","14122","101.11","高雄市"
"931","茄萣區","15","339","10283","30989","16095","14894","101.11","高雄市"
"932","永安區","6","81","5832","14108","7151","6957","101.11","高雄市"
"933","彌陀區","12","227","6700","20130","10454","9676","101.11","高雄市"
"934","梓官區","15","286","12285","36529","18952","17577","101.11","高雄市"
"935","旗山區","21","381","13875","39083","20265","18818","101.11","高雄市"
"936","美濃區","19","389","14382","42180","22029","20151","101.11","高雄市"
"937","六龜區","12","221","5754","14234","7691","6543","101.11","高雄市"
"938","甲仙區","7","103","2428","6652","3544","3108","101.11","高雄市"
"939","杉林區","7","138","4790","12472","6785","5687","101.11","高雄市"
"940","內門區","18","207","5058","15522","8486","7036","101.11","高雄市"
"941","茂林區","3","19","581","1846","926","920","101.11","高雄市"
"942","桃源區","8","39","1357","4578","2420","2158","101.11","高雄市"
"943","那瑪夏區","3","20","887","3197","1651","1546","101.11","高雄市"
"944","高雄市","893","17687","1046588","2778659","1387931","1390728","101.12","高雄市"
"945","鹽埕區","21","237","11022","26222","13082","13140","101.12","高雄市"
"946","鼓山區","38","722","53984","133964","65230","68734","101.12","高雄市"
"947","左營區","40","760","75669","194815","95194","99621","101.12","高雄市"
"948","楠梓區","37","803","63870","175798","87060","88738","101.12","高雄市"
"949","三民一","41","662","33096","83899","41683","42216","101.12","高雄市"
"950","三民二","45","1082","100098","265811","128793","137018","101.12","高雄市"
"951","新興區","32","456","22808","53749","25990","27759","101.12","高雄市"
"952","前金區","20","263","12567","28250","13716","14534","101.12","高雄市"
"953","苓雅區","69","1248","72166","179512","87073","92439","101.12","高雄市"
"954","前鎮區","59","1298","77282","196246","97221","99025","101.12","高雄市"
"955","旗津區","13","212","10988","29468","15286","14182","101.12","高雄市"
"956","小港區","38","697","65076","155779","77934","77845","101.12","高雄市"
"957","鳳山一","43","1113","68234","178432","87769","90663","101.12","高雄市"
"958","鳳山二","35","1007","63679","171384","85438","85946","101.12","高雄市"
"959","林園區","24","525","24965","70383","35981","34402","101.12","高雄市"
"960","大寮區","25","747","39667","109780","56812","52968","101.12","高雄市"
"961","大樹區","18","376","13148","43429","22440","20989","101.12","高雄市"
"962","大社區","9","175","12114","33766","17289","16477","101.12","高雄市"
"963","仁武區","16","389","28374","77371","39735","37636","101.12","高雄市"
"964","鳥松區","7","192","17211","43696","22191","21505","101.12","高雄市"
"965","岡山區","33","540","33994","97587","48723","48864","101.12","高雄市"
"966","橋頭區","17","359","13016","36962","18870","18092","101.12","高雄市"
"967","燕巢區","11","289","10176","30758","16336","14422","101.12","高雄市"
"968","田寮區","10","154","3487","7852","4386","3466","101.12","高雄市"
"969","阿蓮區","12","276","9318","30033","15151","14882","101.12","高雄市"
"970","路竹區","20","395","16324","53145","27168","25977","101.12","高雄市"
"971","湖內區","14","260","10027","29120","14973","14147","101.12","高雄市"
"972","茄萣區","15","339","10291","30999","16097","14902","101.12","高雄市"
"973","永安區","6","81","5829","14129","7154","6975","101.12","高雄市"
"974","彌陀區","12","227","6708","20123","10454","9669","101.12","高雄市"
"975","梓官區","15","286","12290","36519","18930","17589","101.12","高雄市"
"976","旗山區","21","381","13882","39038","20247","18791","101.12","高雄市"
"977","美濃區","19","389","14392","42157","22018","20139","101.12","高雄市"
"978","六龜區","12","221","5735","14203","7675","6528","101.12","高雄市"
"979","甲仙區","7","103","2412","6625","3530","3095","101.12","高雄市"
"980","杉林區","7","138","4827","12577","6858","5719","101.12","高雄市"
"981","內門區","18","207","5054","15510","8474","7036","101.12","高雄市"
"982","茂林區","3","19","578","1839","925","914","101.12","高雄市"
"983","桃源區","8","39","1349","4559","2408","2151","101.12","高雄市"
"984","那瑪夏區","3","20","881","3170","1637","1533","101.12","高雄市"
"985","高雄市","893","17687","1047093","2778798","1387738","1391060","102.1","高雄市"
"986","鹽埕區","21","237","11017","26238","13092","13146","102.1","高雄市"
"987","鼓山區","38","722","54044","133977","65212","68765","102.1","高雄市"
"988","左營區","40","760","75689","194878","95190","99688","102.1","高雄市"
"989","楠梓區","37","803","63970","175973","87120","88853","102.1","高雄市"
"990","三民一","41","662","33053","83773","41632","42141","102.1","高雄市"
"991","三民二","45","1082","100155","265898","128831","137067","102.1","高雄市"
"992","新興區","32","456","22801","53717","25983","27734","102.1","高雄市"
"993","前金區","20","263","12557","28201","13687","14514","102.1","高雄市"
"994","苓雅區","69","1248","72107","179328","87010","92318","102.1","高雄市"
"995","前鎮區","59","1298","77274","195988","97061","98927","102.1","高雄市"
"996","旗津區","13","212","10979","29371","15232","14139","102.1","高雄市"
"997","小港區","38","697","65091","155874","77916","77958","102.1","高雄市"
"998","鳳山一","43","1113","68304","178610","87836","90774","102.1","高雄市"
"999","鳳山二","35","1007","63797","171672","85539","86133","102.1","高雄市"
"1000","林園區","24","525","24995","70407","35982","34425","102.1","高雄市"
"1001","大寮區","25","747","39720","109827","56830","52997","102.1","高雄市"
"1002","大樹區","18","376","13147","43369","22420","20949","102.1","高雄市"
"1003","大社區","9","175","12118","33827","17321","16506","102.1","高雄市"
"1004","仁武區","16","389","28413","77468","39766","37702","102.1","高雄市"
"1005","鳥松區","7","192","17224","43663","22153","21510","102.1","高雄市"
"1006","岡山區","33","540","34011","97644","48783","48861","102.1","高雄市"
"1007","橋頭區","17","359","13019","36988","18873","18115","102.1","高雄市"
"1008","燕巢區","11","289","10197","30736","16326","14410","102.1","高雄市"
"1009","田寮區","10","154","3480","7812","4366","3446","102.1","高雄市"
"1010","阿蓮區","12","276","9322","30023","15147","14876","102.1","高雄市"
"1011","路竹區","20","395","16335","53147","27167","25980","102.1","高雄市"
"1012","湖內區","14","260","10036","29142","14985","14157","102.1","高雄市"
"1013","茄萣區","15","339","10295","30974","16075","14899","102.1","高雄市"
"1014","永安區","6","81","5828","14122","7146","6976","102.1","高雄市"
"1015","彌陀區","12","227","6698","20079","10429","9650","102.1","高雄市"
"1016","梓官區","15","286","12289","36507","18938","17569","102.1","高雄市"
"1017","旗山區","21","381","13901","39036","20244","18792","102.1","高雄市"
"1018","美濃區","19","389","14400","42107","21983","20124","102.1","高雄市"
"1019","六龜區","12","221","5731","14185","7658","6527","102.1","高雄市"
"1020","甲仙區","7","103","2405","6614","3516","3098","102.1","高雄市"
"1021","杉林區","7","138","4830","12589","6867","5722","102.1","高雄市"
"1022","內門區","18","207","5056","15484","8456","7028","102.1","高雄市"
"1023","茂林區","3","19","577","1832","922","910","102.1","高雄市"
"1024","桃源區","8","39","1349","4547","2404","2143","102.1","高雄市"
"1025","那瑪夏區","3","20","879","3171","1640","1531","102.1","高雄市"
"1026","高雄市","893","17682","1047496","2779096","1387643","1391453","102.2","高雄市"
"1027","鹽埕區","21","232","11013","26221","13086","13135","102.2","高雄市"
"1028","鼓山區","38","722","54036","134011","65214","68797","102.2","高雄市"
"1029","左營區","40","760","75752","194997","95225","99772","102.2","高雄市"
"1030","楠梓區","37","803","64030","176091","87162","88929","102.2","高雄市"
"1031","三民一","41","662","33044","83700","41599","42101","102.2","高雄市"
"1032","三民二","45","1082","100221","265985","128849","137136","102.2","高雄市"
"1033","新興區","32","456","22792","53699","25977","27722","102.2","高雄市"
"1034","前金區","20","263","12559","28224","13708","14516","102.2","高雄市"
"1035","苓雅區","69","1248","72112","179310","86993","92317","102.2","高雄市"
"1036","前鎮區","59","1298","77259","195806","96946","98860","102.2","高雄市"
"1037","旗津區","13","212","10972","29337","15207","14130","102.2","高雄市"
"1038","小港區","38","697","65105","155953","77969","77984","102.2","高雄市"
"1039","鳳山一","43","1113","68380","178644","87826","90818","102.2","高雄市"
"1040","鳳山二","35","1007","63851","171803","85613","86190","102.2","高雄市"
"1041","林園區","24","525","25015","70434","35974","34460","102.2","高雄市"
"1042","大寮區","25","747","39741","109839","56809","53030","102.2","高雄市"
"1043","大樹區","18","376","13152","43370","22413","20957","102.2","高雄市"
"1044","大社區","9","175","12114","33831","17313","16518","102.2","高雄市"
"1045","仁武區","16","389","28464","77612","39823","37789","102.2","高雄市"
"1046","鳥松區","7","192","17233","43672","22142","21530","102.2","高雄市"
"1047","岡山區","33","540","34036","97683","48781","48902","102.2","高雄市"
"1048","橋頭區","17","359","13019","36977","18865","18112","102.2","高雄市"
"1049","燕巢區","11","289","10200","30732","16329","14403","102.2","高雄市"
"1050","田寮區","10","154","3476","7814","4364","3450","102.2","高雄市"
"1051","阿蓮區","12","276","9315","30001","15140","14861","102.2","高雄市"
"1052","路竹區","20","395","16337","53138","27151","25987","102.2","高雄市"
"1053","湖內區","14","260","10039","29127","14975","14152","102.2","高雄市"
"1054","茄萣區","15","339","10304","30942","16058","14884","102.2","高雄市"
"1055","永安區","6","81","5826","14133","7153","6980","102.2","高雄市"
"1056","彌陀區","12","227","6695","20057","10415","9642","102.2","高雄市"
"1057","梓官區","15","286","12298","36480","18919","17561","102.2","高雄市"
"1058","旗山區","21","381","13906","38987","20222","18765","102.2","高雄市"
"1059","美濃區","19","389","14393","42098","21978","20120","102.2","高雄市"
"1060","六龜區","12","221","5719","14162","7651","6511","102.2","高雄市"
"1061","甲仙區","7","103","2396","6594","3505","3089","102.2","高雄市"
"1062","杉林區","7","138","4828","12617","6886","5731","102.2","高雄市"
"1063","內門區","18","207","5061","15479","8448","7031","102.2","高雄市"
"1064","茂林區","3","19","577","1831","923","908","102.2","高雄市"
"1065","桃源區","8","39","1348","4531","2392","2139","102.2","高雄市"
"1066","那瑪夏區","3","20","878","3174","1640","1534","102.2","高雄市"
"1067","高雄市","893","17682","1048194","2778936","1387382","1391554","102.3","高雄市"
"1068","鹽埕區","21","232","11013","26185","13068","13117","102.3","高雄市"
"1069","鼓山區","38","722","54073","134068","65218","68850","102.3","高雄市"
"1070","左營區","40","760","75837","195164","95339","99825","102.3","高雄市"
"1071","楠梓區","37","803","64078","176194","87197","88997","102.3","高雄市"
"1072","三民一","41","662","33006","83601","41531","42070","102.3","高雄市"
"1073","三民二","45","1082","100289","265882","128808","137074","102.3","高雄市"
"1074","新興區","32","456","22782","53666","25948","27718","102.3","高雄市"
"1075","前金區","20","263","12560","28210","13712","14498","102.3","高雄市"
"1076","苓雅區","69","1248","72112","179182","86909","92273","102.3","高雄市"
"1077","前鎮區","59","1298","77234","195572","96822","98750","102.3","高雄市"
"1078","旗津區","13","212","10969","29301","15185","14116","102.3","高雄市"
"1079","小港區","38","697","65138","155928","77926","78002","102.3","高雄市"
"1080","鳳山一","43","1113","68487","178817","87866","90951","102.3","高雄市"
"1081","鳳山二","35","1007","63950","171997","85707","86290","102.3","高雄市"
"1082","林園區","24","525","25052","70433","35963","34470","102.3","高雄市"
"1083","大寮區","25","747","39782","109854","56815","53039","102.3","高雄市"
"1084","大樹區","18","376","13149","43360","22408","20952","102.3","高雄市"
"1085","大社區","9","175","12122","33828","17306","16522","102.3","高雄市"
"1086","仁武區","16","389","28550","77772","39902","37870","102.3","高雄市"
"1087","鳥松區","7","192","17240","43666","22154","21512","102.3","高雄市"
"1088","岡山區","33","540","34066","97676","48741","48935","102.3","高雄市"
"1089","橋頭區","17","359","13029","36979","18869","18110","102.3","高雄市"
"1090","燕巢區","11","289","10219","30732","16333","14399","102.3","高雄市"
"1091","田寮區","10","154","3475","7818","4356","3462","102.3","高雄市"
"1092","阿蓮區","12","276","9323","29954","15119","14835","102.3","高雄市"
"1093","路竹區","20","395","16368","53161","27176","25985","102.3","高雄市"
"1094","湖內區","14","260","10053","29103","14972","14131","102.3","高雄市"
"1095","茄萣區","15","339","10302","30896","16043","14853","102.3","高雄市"
"1096","永安區","6","81","5828","14130","7141","6989","102.3","高雄市"
"1097","彌陀區","12","227","6692","20040","10405","9635","102.3","高雄市"
"1098","梓官區","15","286","12315","36475","18896","17579","102.3","高雄市"
"1099","旗山區","21","381","13903","38955","20201","18754","102.3","高雄市"
"1100","美濃區","19","389","14408","42073","21974","20099","102.3","高雄市"
"1101","六龜區","12","221","5712","14136","7644","6492","102.3","高雄市"
"1102","甲仙區","7","103","2389","6559","3486","3073","102.3","高雄市"
"1103","杉林區","7","138","4829","12616","6877","5739","102.3","高雄市"
"1104","內門區","18","207","5061","15458","8434","7024","102.3","高雄市"
"1105","茂林區","3","19","577","1825","920","905","102.3","高雄市"
"1106","桃源區","8","39","1347","4514","2378","2136","102.3","高雄市"
"1107","那瑪夏區","3","20","875","3156","1633","1523","102.3","高雄市"
"1108","高雄市","893","17682","1048943","2778793","1387120","1391673","102.4","高雄市"
"1109","鹽埕區","21","232","10986","26139","13046","13093","102.4","高雄市"
"1110","鼓山區","38","722","54115","134098","65203","68895","102.4","高雄市"
"1111","左營區","40","760","75871","195175","95327","99848","102.4","高雄市"
"1112","楠梓區","37","803","64173","176328","87262","89066","102.4","高雄市"
"1113","三民一","41","660","32977","83560","41497","42063","102.4","高雄市"
"1114","三民二","45","1084","100378","265886","128794","137092","102.4","高雄市"
"1115","新興區","32","456","22768","53568","25900","27668","102.4","高雄市"
"1116","前金區","20","263","12561","28158","13667","14491","102.4","高雄市"
"1117","苓雅區","69","1248","72135","179016","86822","92194","102.4","高雄市"
"1118","前鎮區","59","1298","77245","195417","96745","98672","102.4","高雄市"
"1119","旗津區","13","212","10968","29216","15150","14066","102.4","高雄市"
"1120","小港區","38","697","65191","155982","77948","78034","102.4","高雄市"
"1121","鳳山一","43","1113","68620","179003","87923","91080","102.4","高雄市"
"1122","鳳山二","35","1007","64072","172088","85703","86385","102.4","高雄市"
"1123","林園區","24","525","25056","70455","35987","34468","102.4","高雄市"
"1124","大寮區","25","747","39847","109928","56855","53073","102.4","高雄市"
"1125","大樹區","18","376","13162","43356","22411","20945","102.4","高雄市"
"1126","大社區","9","175","12155","33852","17328","16524","102.4","高雄市"
"1127","仁武區","16","389","28644","78021","40016","38005","102.4","高雄市"
"1128","鳥松區","7","192","17247","43641","22165","21476","102.4","高雄市"
"1129","岡山區","33","540","34076","97725","48759","48966","102.4","高雄市"
"1130","橋頭區","17","359","13029","36938","18855","18083","102.4","高雄市"
"1131","燕巢區","11","289","10221","30690","16317","14373","102.4","高雄市"
"1132","田寮區","10","154","3461","7810","4354","3456","102.4","高雄市"
"1133","阿蓮區","12","276","9322","29926","15104","14822","102.4","高雄市"
"1134","路竹區","20","395","16363","53133","27159","25974","102.4","高雄市"
"1135","湖內區","14","260","10063","29117","14974","14143","102.4","高雄市"
"1136","茄萣區","15","339","10309","30879","16028","14851","102.4","高雄市"
"1137","永安區","6","81","5827","14112","7128","6984","102.4","高雄市"
"1138","彌陀區","12","227","6690","20014","10394","9620","102.4","高雄市"
"1139","梓官區","15","286","12315","36431","18870","17561","102.4","高雄市"
"1140","旗山區","21","381","13898","38927","20179","18748","102.4","高雄市"
"1141","美濃區","19","389","14410","42027","21933","20094","102.4","高雄市"
"1142","六龜區","12","221","5711","14099","7623","6476","102.4","高雄市"
"1143","甲仙區","7","103","2387","6551","3482","3069","102.4","高雄市"
"1144","杉林區","7","138","4828","12623","6875","5748","102.4","高雄市"
"1145","內門區","18","207","5065","15442","8423","7019","102.4","高雄市"
"1146","茂林區","3","19","576","1814","914","900","102.4","高雄市"
"1147","桃源區","8","39","1346","4489","2363","2126","102.4","高雄市"
"1148","那瑪夏區","3","20","875","3159","1637","1522","102.4","高雄市"
"1149","高雄市","893","17682","1049834","2778920","1386915","1392005","102.5","高雄市"
"1150","鹽埕區","21","232","10978","26089","13021","13068","102.5","高雄市"
"1151","鼓山區","38","722","54184","134216","65250","68966","102.5","高雄市"
"1152","左營區","40","760","75975","195339","95375","99964","102.5","高雄市"
"1153","楠梓區","37","803","64279","176511","87353","89158","102.5","高雄市"
"1154","三民一","41","660","32976","83446","41420","42026","102.5","高雄市"
"1155","三民二","45","1084","100462","265837","128731","137106","102.5","高雄市"
"1156","新興區","32","456","22759","53510","25856","27654","102.5","高雄市"
"1157","前金區","20","263","12577","28174","13668","14506","102.5","高雄市"
"1158","苓雅區","69","1248","72111","178755","86660","92095","102.5","高雄市"
"1159","前鎮區","59","1298","77284","195380","96672","98708","102.5","高雄市"
"1160","旗津區","13","212","10953","29133","15093","14040","102.5","高雄市"
