"","區域名","里數","鄰數","戶數","人口數","男","女","年月","地區"
"1012","左營區",40,747,75212,194054,95082,98972,101.5,"高雄市"
"1013","楠梓區",37,803,62993,174447,86351,88096,101.5,"高雄市"
"1014","三民一",41,662,33147,84649,42103,42546,101.5,"高雄市"
"1015","三民二",45,1082,99633,266347,129166,137181,101.5,"高雄市"
"1016","新興區",32,456,22805,54188,26230,27958,101.5,"高雄市"
"1017","前金區",20,263,12487,28323,13788,14535,101.5,"高雄市"
"1018","苓雅區",69,1248,72021,180723,87822,92901,101.5,"高雄市"
"1019","前鎮區",59,1298,77087,196969,97680,99289,101.5,"高雄市"
"1020","旗津區",13,212,10978,29565,15336,14229,101.5,"高雄市"
"1021","小港區",38,697,64492,154971,77653,77318,101.5,"高雄市"
"1022","鳳山一",43,1113,67407,177484,87466,90018,101.5,"高雄市"
"1023","鳳山二",35,1007,62977,169812,84743,85069,101.5,"高雄市"
"1024","林園區",24,525,24767,70483,36040,34443,101.5,"高雄市"
"1025","大寮區",25,747,39167,109111,56513,52598,101.5,"高雄市"
"1026","大樹區",18,376,13139,43515,22450,21065,101.5,"高雄市"
"1027","大社區",9,175,11971,33503,17174,16329,101.5,"高雄市"
"1028","仁武區",16,389,27671,76022,39137,36885,101.5,"高雄市"
"1029","鳥松區",7,192,16999,43376,22002,21374,101.5,"高雄市"
"1030","岡山區",33,540,33789,97461,48735,48726,101.5,"高雄市"
"1031","橋頭區",17,359,12940,36815,18827,17988,101.5,"高雄市"
"1032","燕巢區",11,289,10166,30848,16429,14419,101.5,"高雄市"
"1033","田寮區",10,154,3506,7926,4410,3516,101.5,"高雄市"
"1034","阿蓮區",12,276,9259,30116,15197,14919,101.5,"高雄市"
"1035","路竹區",20,395,16220,53344,27225,26119,101.5,"高雄市"
"1036","湖內區",14,260,9876,28886,14859,14027,101.5,"高雄市"
"1037","茄萣區",15,339,10229,30895,16065,14830,101.5,"高雄市"
"1038","永安區",6,81,5806,14077,7150,6927,101.5,"高雄市"
"1039","彌陀區",12,227,6675,20211,10463,9748,101.5,"高雄市"
"1040","梓官區",15,286,12215,36511,18967,17544,101.5,"高雄市"
"1041","旗山區",21,381,13859,39299,20410,18889,101.5,"高雄市"
"1042","美濃區",19,389,14343,42402,22159,20243,101.5,"高雄市"
"1043","六龜區",12,221,5748,14293,7737,6556,101.5,"高雄市"
"1044","甲仙區",7,103,2434,6743,3593,3150,101.5,"高雄市"
"1045","杉林區",7,138,4725,12337,6732,5605,101.5,"高雄市"
"1046","內門區",18,207,5057,15585,8498,7087,101.5,"高雄市"
"1047","茂林區",3,19,579,1843,922,921,101.5,"高雄市"
"1048","桃源區",8,39,1369,4650,2451,2199,101.5,"高雄市"
"1049","那瑪夏區",3,20,882,3217,1660,1557,101.5,"高雄市"
"1050","高雄市",893,17674,1039797,2775482,1387701,1387781,101.6,"高雄市"
"1051","鹽埕區",21,237,11027,26546,13247,13299,101.6,"高雄市"
"1052","鼓山區",38,722,53456,133297,65078,68219,101.6,"高雄市"
"1053","左營區",40,747,75196,194117,95081,99036,101.6,"高雄市"
"1054","楠梓區",37,803,63095,174615,86465,88150,101.6,"高雄市"
"1055","三民一",41,662,33141,84531,42054,42477,101.6,"高雄市"
"1056","三民二",45,1082,99671,266299,129136,137163,101.6,"高雄市"
"1057","新興區",32,456,22804,54149,26201,27948,101.6,"高雄市"
"1058","前金區",20,263,12507,28337,13783,14554,101.6,"高雄市"
"1059","苓雅區",69,1248,72071,180600,87729,92871,101.6,"高雄市"
"1060","前鎮區",59,1298,77148,196949,97633,99316,101.6,"高雄市"
"1061","旗津區",13,212,10967,29539,15329,14210,101.6,"高雄市"
"1062","小港區",38,697,64599,155139,77733,77406,101.6,"高雄市"
"1063","鳳山一",43,1113,67465,177582,87452,90130,101.6,"高雄市"
"1064","鳳山二",35,1007,63028,169978,84814,85164,101.6,"高雄市"
"1065","林園區",24,525,24777,70421,36028,34393,101.6,"高雄市"
"1066","大寮區",25,747,39205,109171,56561,52610,101.6,"高雄市"
"1067","大樹區",18,376,13128,43512,22444,21068,101.6,"高雄市"
"1068","大社區",9,175,11989,33542,17189,16353,101.6,"高雄市"
"1069","仁武區",16,389,27752,76239,39264,36975,101.6,"高雄市"
"1070","鳥松區",7,192,17013,43417,22018,21399,101.6,"高雄市"
"1071","岡山區",33,540,33803,97469,48739,48730,101.6,"高雄市"
"1072","橋頭區",17,359,12939,36840,18842,17998,101.6,"高雄市"
"1073","燕巢區",11,289,10184,30868,16433,14435,101.6,"高雄市"
"1074","田寮區",10,154,3502,7925,4411,3514,101.6,"高雄市"
"1075","阿蓮區",12,276,9270,30121,15207,14914,101.6,"高雄市"
"1076","路竹區",20,395,16230,53334,27220,26114,101.6,"高雄市"
"1077","湖內區",14,260,9900,28918,14875,14043,101.6,"高雄市"
"1078","茄萣區",15,339,10240,30916,16070,14846,101.6,"高雄市"
"1079","永安區",6,81,5810,14090,7150,6940,101.6,"高雄市"
"1080","彌陀區",12,227,6678,20226,10469,9757,101.6,"高雄市"
"1081","梓官區",15,286,12227,36508,18954,17554,101.6,"高雄市"
"1082","旗山區",21,381,13856,39271,20386,18885,101.6,"高雄市"
"1083","美濃區",19,389,14331,42374,22135,20239,101.6,"高雄市"
"1084","六龜區",12,221,5747,14278,7722,6556,101.6,"高雄市"
"1085","甲仙區",7,103,2435,6736,3589,3147,101.6,"高雄市"
"1086","杉林區",7,138,4727,12359,6741,5618,101.6,"高雄市"
"1087","內門區",18,207,5058,15592,8503,7089,101.6,"高雄市"
"1088","茂林區",3,19,578,1840,920,920,101.6,"高雄市"
"1089","桃源區",8,39,1364,4629,2440,2189,101.6,"高雄市"
"1090","那瑪夏區",3,20,879,3208,1656,1552,101.6,"高雄市"
"1091","高雄市",893,17687,1041365,2775734,1387586,1388148,101.7,"高雄市"
"1092","鹽埕區",21,237,11031,26509,13227,13282,101.7,"高雄市"
"1093","鼓山區",38,722,53620,133491,65133,68358,101.7,"高雄市"
"1094","左營區",40,760,75330,194182,95071,99111,101.7,"高雄市"
"1095","楠梓區",37,803,63273,174870,86605,88265,101.7,"高雄市"
"1096","三民一",41,662,33131,84348,41964,42384,101.7,"高雄市"
"1097","三民二",45,1082,99792,266182,129083,137099,101.7,"高雄市"
"1098","新興區",32,456,22813,54062,26162,27900,101.7,"高雄市"
"1099","前金區",20,263,12535,28323,13768,14555,101.7,"高雄市"
"1100","苓雅區",69,1248,72116,180429,87632,92797,101.7,"高雄市"
"1101","前鎮區",59,1298,77218,196811,97532,99279,101.7,"高雄市"
"1102","旗津區",13,212,10969,29527,15312,14215,101.7,"高雄市"
"1103","小港區",38,697,64656,155156,77730,77426,101.7,"高雄市"
"1104","鳳山一",43,1113,67616,177724,87521,90203,101.7,"高雄市"
"1105","鳳山二",35,1007,63170,170226,84937,85289,101.7,"高雄市"
"1106","林園區",24,525,24812,70362,35982,34380,101.7,"高雄市"
"1107","大寮區",25,747,39285,109310,56602,52708,101.7,"高雄市"
"1108","大樹區",18,376,13117,43430,22410,21020,101.7,"高雄市"
"1109","大社區",9,175,12014,33577,17208,16369,101.7,"高雄市"
"1110","仁武區",16,389,27877,76445,39343,37102,101.7,"高雄市"
"1111","鳥松區",7,192,17080,43477,22054,21423,101.7,"高雄市"
"1112","岡山區",33,540,33853,97488,48743,48745,101.7,"高雄市"
"1113","橋頭區",17,359,12959,36881,18854,18027,101.7,"高雄市"
"1114","燕巢區",11,289,10165,30834,16391,14443,101.7,"高雄市"
"1115","田寮區",10,154,3498,7897,4397,3500,101.7,"高雄市"
"1116","阿蓮區",12,276,9279,30095,15196,14899,101.7,"高雄市"
"1117","路竹區",20,395,16252,53324,27229,26095,101.7,"高雄市"
"1118","湖內區",14,260,9927,28932,14883,14049,101.7,"高雄市"
"1119","茄萣區",15,339,10252,30941,16082,14859,101.7,"高雄市"
"1120","永安區",6,81,5836,14105,7146,6959,101.7,"高雄市"
"1121","彌陀區",12,227,6686,20199,10460,9739,101.7,"高雄市"
"1122","梓官區",15,286,12228,36481,18941,17540,101.7,"高雄市"
"1123","旗山區",21,381,13854,39202,20338,18864,101.7,"高雄市"
"1124","美濃區",19,389,14331,42308,22106,20202,101.7,"高雄市"
"1125","六龜區",12,221,5745,14271,7713,6558,101.7,"高雄市"
"1126","甲仙區",7,103,2428,6706,3574,3132,101.7,"高雄市"
"1127","杉林區",7,138,4743,12415,6763,5652,101.7,"高雄市"
"1128","內門區",18,207,5049,15546,8481,7065,101.7,"高雄市"
"1129","茂林區",3,19,580,1837,919,918,101.7,"高雄市"
"1130","桃源區",8,39,1367,4624,2438,2186,101.7,"高雄市"
"1131","那瑪夏區",3,20,878,3207,1656,1551,101.7,"高雄市"
"1132","高雄市",893,17687,1043274,2776204,1387643,1388561,101.8,"高雄市"
"1133","鹽埕區",21,237,11037,26449,13198,13251,101.8,"高雄市"
"1134","鼓山區",38,722,53742,133560,65150,68410,101.8,"高雄市"
"1135","左營區",40,760,75510,194259,95084,99175,101.8,"高雄市"
"1136","楠梓區",37,803,63476,175056,86694,88362,101.8,"高雄市"
"1137","三民一",41,662,33139,84239,41908,42331,101.8,"高雄市"
"1138","三民二",45,1082,99922,266119,129027,137092,101.8,"高雄市"
"1139","新興區",32,456,22837,53995,26146,27849,101.8,"高雄市"
"1140","前金區",20,263,12563,28290,13750,14540,101.8,"高雄市"
"1141","苓雅區",69,1248,72177,180153,87514,92639,101.8,"高雄市"
"1142","前鎮區",59,1298,77285,196753,97516,99237,101.8,"高雄市"
"1143","旗津區",13,212,10968,29506,15312,14194,101.8,"高雄市"
"1144","小港區",38,697,64738,155226,77751,77475,101.8,"高雄市"
"1145","鳳山一",43,1113,67800,177850,87548,90302,101.8,"高雄市"
"1146","鳳山二",35,1007,63339,170467,85028,85439,101.8,"高雄市"
"1147","林園區",24,525,24850,70344,35960,34384,101.8,"高雄市"
"1148","大寮區",25,747,39401,109457,56657,52800,101.8,"高雄市"
"1149","大樹區",18,376,13132,43412,22410,21002,101.8,"高雄市"
"1150","大社區",9,175,12049,33650,17242,16408,101.8,"高雄市"
"1151","仁武區",16,389,28038,76719,39459,37260,101.8,"高雄市"
"1152","鳥松區",7,192,17135,43532,22088,21444,101.8,"高雄市"
"1153","岡山區",33,540,33898,97500,48703,48797,101.8,"高雄市"
"1154","橋頭區",17,359,12958,36928,18863,18065,101.8,"高雄市"
"1155","燕巢區",11,289,10180,30832,16380,14452,101.8,"高雄市"
"1156","田寮區",10,154,3497,7902,4404,3498,101.8,"高雄市"
"1157","阿蓮區",12,276,9283,30060,15183,14877,101.8,"高雄市"
"1158","路竹區",20,395,16285,53262,27209,26053,101.8,"高雄市"
"1159","湖內區",14,260,9969,28983,14905,14078,101.8,"高雄市"
"1160","茄萣區",15,339,10263,30953,16088,14865,101.8,"高雄市"
"1161","永安區",6,81,5842,14126,7162,6964,101.8,"高雄市"
"1162","彌陀區",12,227,6690,20176,10461,9715,101.8,"高雄市"
"1163","梓官區",15,286,12252,36508,18952,17556,101.8,"高雄市"
"1164","旗山區",21,381,13859,39144,20312,18832,101.8,"高雄市"
"1165","美濃區",19,389,14347,42247,22071,20176,101.8,"高雄市"
"1166","六龜區",12,221,5744,14246,7695,6551,101.8,"高雄市"
"1167","甲仙區",7,103,2428,6689,3563,3126,101.8,"高雄市"
"1168","杉林區",7,138,4770,12448,6777,5671,101.8,"高雄市"
"1169","內門區",18,207,5048,15552,8487,7065,101.8,"高雄市"
"1170","茂林區",3,19,581,1836,915,921,101.8,"高雄市"
"1171","桃源區",8,39,1365,4591,2423,2168,101.8,"高雄市"
"1172","那瑪夏區",3,20,877,3185,1648,1537,101.8,"高雄市"
"1173","高雄市",893,17687,1045314,2776550,1387596,1388954,101.9,"高雄市"
"1174","鹽埕區",21,237,11053,26375,13164,13211,101.9,"高雄市"
"1175","鼓山區",38,722,53880,133740,65214,68526,101.9,"高雄市"
"1176","左營區",40,760,75645,194307,95050,99257,101.9,"高雄市"
"1177","楠梓區",37,803,63738,175254,86817,88437,101.9,"高雄市"
"1178","三民一",41,662,33157,84107,41830,42277,101.9,"高雄市"
"1179","三民二",45,1082,100098,265974,128929,137045,101.9,"高雄市"
"1180","新興區",32,456,22844,53871,26078,27793,101.9,"高雄市"
"1181","前金區",20,263,12594,28270,13743,14527,101.9,"高雄市"
"1182","苓雅區",69,1248,72250,179913,87365,92548,101.9,"高雄市"
"1183","前鎮區",59,1298,77360,196648,97443,99205,101.9,"高雄市"
"1184","旗津區",13,212,10991,29529,15319,14210,101.9,"高雄市"
"1185","小港區",38,697,64842,155267,77760,77507,101.9,"高雄市"
"1186","鳳山一",43,1113,67997,177930,87592,90338,101.9,"高雄市"
"1187","鳳山二",35,1007,63502,170765,85160,85605,101.9,"高雄市"
"1188","林園區",24,525,24878,70319,35956,34363,101.9,"高雄市"
"1189","大寮區",25,747,39543,109562,56681,52881,101.9,"高雄市"
"1190","大樹區",18,376,13150,43444,22433,21011,101.9,"高雄市"
"1191","大社區",9,175,12086,33699,17255,16444,101.9,"高雄市"
"1192","仁武區",16,389,28189,77003,39593,37410,101.9,"高雄市"
"1193","鳥松區",7,192,17168,43572,22112,21460,101.9,"高雄市"
"1194","岡山區",33,540,33956,97511,48711,48800,101.9,"高雄市"
"1195","橋頭區",17,359,12980,36923,18852,18071,101.9,"高雄市"
"1196","燕巢區",11,289,10168,30810,16368,14442,101.9,"高雄市"
"1197","田寮區",10,154,3491,7878,4399,3479,101.9,"高雄市"
"1198","阿蓮區",12,276,9303,30045,15177,14868,101.9,"高雄市"
"1199","路竹區",20,395,16324,53241,27198,26043,101.9,"高雄市"
"1200","湖內區",14,260,10005,29055,14947,14108,101.9,"高雄市"
"1201","茄萣區",15,339,10267,30966,16084,14882,101.9,"高雄市"
"1202","永安區",6,81,5833,14118,7154,6964,101.9,"高雄市"
"1203","彌陀區",12,227,6690,20157,10465,9692,101.9,"高雄市"
"1204","梓官區",15,286,12263,36473,18921,17552,101.9,"高雄市"
"1205","旗山區",21,381,13867,39101,20288,18813,101.9,"高雄市"
"1206","美濃區",19,389,14370,42214,22047,20167,101.9,"高雄市"
"1207","六龜區",12,221,5747,14241,7695,6546,101.9,"高雄市"
"1208","甲仙區",7,103,2428,6674,3559,3115,101.9,"高雄市"
"1209","杉林區",7,138,4778,12461,6781,5680,101.9,"高雄市"
"1210","內門區",18,207,5055,15533,8479,7054,101.9,"高雄市"
"1211","茂林區",3,19,580,1831,915,916,101.9,"高雄市"
"1212","桃源區",8,39,1364,4586,2420,2166,101.9,"高雄市"
"1213","那瑪夏區",3,20,880,3183,1642,1541,101.9,"高雄市"
"1214","高雄市",893,17687,1045437,2777128,1387672,1389456,101.1,"高雄市"
"1215","鹽埕區",21,237,11034,26300,13144,13156,101.1,"高雄市"
"1216","鼓山區",38,722,53884,133781,65208,68573,101.1,"高雄市"
"1217","左營區",40,760,75625,194520,95121,99399,101.1,"高雄市"
"1218","楠梓區",37,803,63767,175413,86888,88525,101.1,"高雄市"
"1219","三民一",41,662,33132,84047,41771,42276,101.1,"高雄市"
"1220","三民二",45,1082,100100,265972,128873,137099,101.1,"高雄市"
"1221","新興區",32,456,22837,53801,26041,27760,101.1,"高雄市"
"1222","前金區",20,263,12571,28223,13713,14510,101.1,"高雄市"
"1223","苓雅區",69,1248,72182,179727,87246,92481,101.1,"高雄市"
"1224","前鎮區",59,1298,77331,196528,97388,99140,101.1,"高雄市"
"1225","旗津區",13,212,10989,29537,15335,14202,101.1,"高雄市"
"1226","小港區",38,697,64857,155331,77754,77577,101.1,"高雄市"
"1227","鳳山一",43,1113,68053,178060,87628,90432,101.1,"高雄市"
"1228","鳳山二",35,1007,63560,171029,85280,85749,101.1,"高雄市"
"1229","林園區",24,525,24925,70365,35985,34380,101.1,"高雄市"
"1230","大寮區",25,747,39564,109606,56709,52897,101.1,"高雄市"
"1231","大樹區",18,376,13138,43400,22418,20982,101.1,"高雄市"
"1232","大社區",9,175,12084,33694,17259,16435,101.1,"高雄市"
"1233","仁武區",16,389,28227,77142,39640,37502,101.1,"高雄市"
"1234","鳥松區",7,192,17179,43590,22137,21453,101.1,"高雄市"
"1235","岡山區",33,540,33970,97536,48719,48817,101.1,"高雄市"
"1236","橋頭區",17,359,12991,36960,18877,18083,101.1,"高雄市"
"1237","燕巢區",11,289,10185,30828,16380,14448,101.1,"高雄市"
"1238","田寮區",10,154,3489,7876,4396,3480,101.1,"高雄市"
"1239","阿蓮區",12,276,9294,30026,15164,14862,101.1,"高雄市"
"1240","路竹區",20,395,16306,53204,27189,26015,101.1,"高雄市"
"1241","湖內區",14,260,10001,29081,14958,14123,101.1,"高雄市"
"1242","茄萣區",15,339,10277,30977,16094,14883,101.1,"高雄市"
"1243","永安區",6,81,5829,14119,7152,6967,101.1,"高雄市"
"1244","彌陀區",12,227,6687,20138,10464,9674,101.1,"高雄市"
"1245","梓官區",15,286,12283,36518,18941,17577,101.1,"高雄市"
"1246","旗山區",21,381,13870,39089,20271,18818,101.1,"高雄市"
"1247","美濃區",19,389,14376,42197,22033,20164,101.1,"高雄市"
"1248","六龜區",12,221,5750,14233,7687,6546,101.1,"高雄市"
"1249","甲仙區",7,103,2426,6660,3553,3107,101.1,"高雄市"
"1250","杉林區",7,138,4784,12466,6781,5685,101.1,"高雄市"
"1251","內門區",18,207,5052,15537,8488,7049,101.1,"高雄市"
"1252","茂林區",3,19,581,1839,921,918,101.1,"高雄市"
"1253","桃源區",8,39,1362,4584,2419,2165,101.1,"高雄市"
"1254","那瑪夏區",3,20,885,3194,1647,1547,101.1,"高雄市"
"1255","高雄市",893,17687,1046080,2777897,1387842,1390055,101.11,"高雄市"
"1256","鹽埕區",21,237,11029,26277,13114,13163,101.11,"高雄市"
"1257","鼓山區",38,722,53933,133851,65203,68648,101.11,"高雄市"
"1258","左營區",40,760,75649,194669,95125,99544,101.11,"高雄市"
"1259","楠梓區",37,803,63832,175636,87007,88629,101.11,"高雄市"
"1260","三民一",41,662,33107,83970,41703,42267,101.11,"高雄市"
"1261","三民二",45,1082,100084,265878,128818,137060,101.11,"高雄市"
"1262","新興區",32,456,22839,53809,26031,27778,101.11,"高雄市"
"1263","前金區",20,263,12552,28202,13701,14501,101.11,"高雄市"
"1264","苓雅區",69,1248,72173,179615,87179,92436,101.11,"高雄市"
"1265","前鎮區",59,1298,77317,196383,97306,99077,101.11,"高雄市"
"1266","旗津區",13,212,10985,29489,15312,14177,101.11,"高雄市"
"1267","小港區",38,697,64990,155595,77881,77714,101.11,"高雄市"
"1268","鳳山一",43,1113,68148,178257,87718,90539,101.11,"高雄市"
"1269","鳳山二",35,1007,63643,171246,85371,85875,101.11,"高雄市"
"1270","林園區",24,525,24940,70393,35993,34400,101.11,"高雄市"
"1271","大寮區",25,747,39618,109622,56741,52881,101.11,"高雄市"
"1272","大樹區",18,376,13148,43436,22453,20983,101.11,"高雄市"
"1273","大社區",9,175,12088,33714,17269,16445,101.11,"高雄市"
"1274","仁武區",16,389,28324,77237,39668,37569,101.11,"高雄市"
"1275","鳥松區",7,192,17206,43678,22179,21499,101.11,"高雄市"
"1276","岡山區",33,540,33988,97564,48723,48841,101.11,"高雄市"
"1277","橋頭區",17,359,12991,36947,18874,18073,101.11,"高雄市"
"1278","燕巢區",11,289,10181,30774,16337,14437,101.11,"高雄市"
"1279","田寮區",10,154,3488,7866,4391,3475,101.11,"高雄市"
"1280","阿蓮區",12,276,9300,30040,15168,14872,101.11,"高雄市"
"1281","路竹區",20,395,16313,53157,27178,25979,101.11,"高雄市"
"1282","湖內區",14,260,10002,29072,14950,14122,101.11,"高雄市"
"1283","茄萣區",15,339,10283,30989,16095,14894,101.11,"高雄市"
"1284","永安區",6,81,5832,14108,7151,6957,101.11,"高雄市"
"1285","彌陀區",12,227,6700,20130,10454,9676,101.11,"高雄市"
"1286","梓官區",15,286,12285,36529,18952,17577,101.11,"高雄市"
"1287","旗山區",21,381,13875,39083,20265,18818,101.11,"高雄市"
"1288","美濃區",19,389,14382,42180,22029,20151,101.11,"高雄市"
"1289","六龜區",12,221,5754,14234,7691,6543,101.11,"高雄市"
"1290","甲仙區",7,103,2428,6652,3544,3108,101.11,"高雄市"
"1291","杉林區",7,138,4790,12472,6785,5687,101.11,"高雄市"
"1292","內門區",18,207,5058,15522,8486,7036,101.11,"高雄市"
"1293","茂林區",3,19,581,1846,926,920,101.11,"高雄市"
"1294","桃源區",8,39,1357,4578,2420,2158,101.11,"高雄市"
"1295","那瑪夏區",3,20,887,3197,1651,1546,101.11,"高雄市"
"1296","高雄市",893,17687,1046588,2778659,1387931,1390728,101.12,"高雄市"
"1297","鹽埕區",21,237,11022,26222,13082,13140,101.12,"高雄市"
"1298","鼓山區",38,722,53984,133964,65230,68734,101.12,"高雄市"
"1299","左營區",40,760,75669,194815,95194,99621,101.12,"高雄市"
"1300","楠梓區",37,803,63870,175798,87060,88738,101.12,"高雄市"
"1301","三民一",41,662,33096,83899,41683,42216,101.12,"高雄市"
"1302","三民二",45,1082,100098,265811,128793,137018,101.12,"高雄市"
"1303","新興區",32,456,22808,53749,25990,27759,101.12,"高雄市"
"1304","前金區",20,263,12567,28250,13716,14534,101.12,"高雄市"
"1305","苓雅區",69,1248,72166,179512,87073,92439,101.12,"高雄市"
"1306","前鎮區",59,1298,77282,196246,97221,99025,101.12,"高雄市"
"1307","旗津區",13,212,10988,29468,15286,14182,101.12,"高雄市"
"1308","小港區",38,697,65076,155779,77934,77845,101.12,"高雄市"
"1309","鳳山一",43,1113,68234,178432,87769,90663,101.12,"高雄市"
"1310","鳳山二",35,1007,63679,171384,85438,85946,101.12,"高雄市"
"1311","林園區",24,525,24965,70383,35981,34402,101.12,"高雄市"
"1312","大寮區",25,747,39667,109780,56812,52968,101.12,"高雄市"
"1313","大樹區",18,376,13148,43429,22440,20989,101.12,"高雄市"
"1314","大社區",9,175,12114,33766,17289,16477,101.12,"高雄市"
"1315","仁武區",16,389,28374,77371,39735,37636,101.12,"高雄市"
"1316","鳥松區",7,192,17211,43696,22191,21505,101.12,"高雄市"
"1317","岡山區",33,540,33994,97587,48723,48864,101.12,"高雄市"
"1318","橋頭區",17,359,13016,36962,18870,18092,101.12,"高雄市"
"1319","燕巢區",11,289,10176,30758,16336,14422,101.12,"高雄市"
"1320","田寮區",10,154,3487,7852,4386,3466,101.12,"高雄市"
"1321","阿蓮區",12,276,9318,30033,15151,14882,101.12,"高雄市"
"1322","路竹區",20,395,16324,53145,27168,25977,101.12,"高雄市"
"1323","湖內區",14,260,10027,29120,14973,14147,101.12,"高雄市"
"1324","茄萣區",15,339,10291,30999,16097,14902,101.12,"高雄市"
"1325","永安區",6,81,5829,14129,7154,6975,101.12,"高雄市"
"1326","彌陀區",12,227,6708,20123,10454,9669,101.12,"高雄市"
"1327","梓官區",15,286,12290,36519,18930,17589,101.12,"高雄市"
"1328","旗山區",21,381,13882,39038,20247,18791,101.12,"高雄市"
"1329","美濃區",19,389,14392,42157,22018,20139,101.12,"高雄市"
"1330","六龜區",12,221,5735,14203,7675,6528,101.12,"高雄市"
"1331","甲仙區",7,103,2412,6625,3530,3095,101.12,"高雄市"
"1332","杉林區",7,138,4827,12577,6858,5719,101.12,"高雄市"
"1333","內門區",18,207,5054,15510,8474,7036,101.12,"高雄市"
"1334","茂林區",3,19,578,1839,925,914,101.12,"高雄市"
"1335","桃源區",8,39,1349,4559,2408,2151,101.12,"高雄市"
"1336","那瑪夏區",3,20,881,3170,1637,1533,101.12,"高雄市"
"1337","高雄市",893,17687,1047093,2778798,1387738,1391060,102.1,"高雄市"
"1338","鹽埕區",21,237,11017,26238,13092,13146,102.1,"高雄市"
"1339","鼓山區",38,722,54044,133977,65212,68765,102.1,"高雄市"
"1340","左營區",40,760,75689,194878,95190,99688,102.1,"高雄市"
"1341","楠梓區",37,803,63970,175973,87120,88853,102.1,"高雄市"
"1342","三民一",41,662,33053,83773,41632,42141,102.1,"高雄市"
"1343","三民二",45,1082,100155,265898,128831,137067,102.1,"高雄市"
"1344","新興區",32,456,22801,53717,25983,27734,102.1,"高雄市"
"1345","前金區",20,263,12557,28201,13687,14514,102.1,"高雄市"
"1346","苓雅區",69,1248,72107,179328,87010,92318,102.1,"高雄市"
"1347","前鎮區",59,1298,77274,195988,97061,98927,102.1,"高雄市"
"1348","旗津區",13,212,10979,29371,15232,14139,102.1,"高雄市"
"1349","小港區",38,697,65091,155874,77916,77958,102.1,"高雄市"
"1350","鳳山一",43,1113,68304,178610,87836,90774,102.1,"高雄市"
"1351","鳳山二",35,1007,63797,171672,85539,86133,102.1,"高雄市"
"1352","林園區",24,525,24995,70407,35982,34425,102.1,"高雄市"
"1353","大寮區",25,747,39720,109827,56830,52997,102.1,"高雄市"
"1354","大樹區",18,376,13147,43369,22420,20949,102.1,"高雄市"
"1355","大社區",9,175,12118,33827,17321,16506,102.1,"高雄市"
"1356","仁武區",16,389,28413,77468,39766,37702,102.1,"高雄市"
"1357","鳥松區",7,192,17224,43663,22153,21510,102.1,"高雄市"
"1358","岡山區",33,540,34011,97644,48783,48861,102.1,"高雄市"
"1359","橋頭區",17,359,13019,36988,18873,18115,102.1,"高雄市"
"1360","燕巢區",11,289,10197,30736,16326,14410,102.1,"高雄市"
"1361","田寮區",10,154,3480,7812,4366,3446,102.1,"高雄市"
"1362","阿蓮區",12,276,9322,30023,15147,14876,102.1,"高雄市"
"1363","路竹區",20,395,16335,53147,27167,25980,102.1,"高雄市"
"1364","湖內區",14,260,10036,29142,14985,14157,102.1,"高雄市"
"1365","茄萣區",15,339,10295,30974,16075,14899,102.1,"高雄市"
"1366","永安區",6,81,5828,14122,7146,6976,102.1,"高雄市"
"1367","彌陀區",12,227,6698,20079,10429,9650,102.1,"高雄市"
"1368","梓官區",15,286,12289,36507,18938,17569,102.1,"高雄市"
"1369","旗山區",21,381,13901,39036,20244,18792,102.1,"高雄市"
"1370","美濃區",19,389,14400,42107,21983,20124,102.1,"高雄市"
"1371","六龜區",12,221,5731,14185,7658,6527,102.1,"高雄市"
"1372","甲仙區",7,103,2405,6614,3516,3098,102.1,"高雄市"
"1373","杉林區",7,138,4830,12589,6867,5722,102.1,"高雄市"
"1374","內門區",18,207,5056,15484,8456,7028,102.1,"高雄市"
"1375","茂林區",3,19,577,1832,922,910,102.1,"高雄市"
"1376","桃源區",8,39,1349,4547,2404,2143,102.1,"高雄市"
"1377","那瑪夏區",3,20,879,3171,1640,1531,102.1,"高雄市"
"1378","高雄市",893,17682,1047496,2779096,1387643,1391453,102.2,"高雄市"
"1379","鹽埕區",21,232,11013,26221,13086,13135,102.2,"高雄市"
"1380","鼓山區",38,722,54036,134011,65214,68797,102.2,"高雄市"
"1381","左營區",40,760,75752,194997,95225,99772,102.2,"高雄市"
"1382","楠梓區",37,803,64030,176091,87162,88929,102.2,"高雄市"
"1383","三民一",41,662,33044,83700,41599,42101,102.2,"高雄市"
"1384","三民二",45,1082,100221,265985,128849,137136,102.2,"高雄市"
"1385","新興區",32,456,22792,53699,25977,27722,102.2,"高雄市"
"1386","前金區",20,263,12559,28224,13708,14516,102.2,"高雄市"
"1387","苓雅區",69,1248,72112,179310,86993,92317,102.2,"高雄市"
"1388","前鎮區",59,1298,77259,195806,96946,98860,102.2,"高雄市"
"1389","旗津區",13,212,10972,29337,15207,14130,102.2,"高雄市"
"1390","小港區",38,697,65105,155953,77969,77984,102.2,"高雄市"
"1391","鳳山一",43,1113,68380,178644,87826,90818,102.2,"高雄市"
"1392","鳳山二",35,1007,63851,171803,85613,86190,102.2,"高雄市"
"1393","林園區",24,525,25015,70434,35974,34460,102.2,"高雄市"
"1394","大寮區",25,747,39741,109839,56809,53030,102.2,"高雄市"
"1395","大樹區",18,376,13152,43370,22413,20957,102.2,"高雄市"
