"","西元年","區域名","土地面積","里數","鄰數","戶數","人口數","男","女","戶量(人/戶)","人口密度","性別比(男/女)","年月","地區"
"49","2002"," 義竹鄉","79.2925","22","311","7010","22934","11997","10937","3.27","289.23","109.69","91.12","嘉義縣"
"50","2002"," 鹿草鄉","54.3151","15","255","5313","18052","9694","8358","3.40","332.36","115.98","91.12","嘉義縣"
"51","2002"," 水上鄉","69.1198","26","409","16673","55724","29154","26570","3.34","806.19","109.73","91.12","嘉義縣"
"52","2002"," 中埔鄉","129.5016","22","375","13336","48452","25511","22941","3.63","374.14","111.20","91.12","嘉義縣"
"53","2002"," 竹崎鄉","162.2256","24","407","10577","41210","22041","19169","3.90","254.03","114.98","91.12","嘉義縣"
"54","2002"," 梅山鄉","119.7571","18","200","5973","23249","12414","10835","3.89","194.13","114.57","91.12","嘉義縣"
"55","2002"," 番路鄉","117.5269","11","112","3593","12095","6640","5455","3.37","102.91","121.72","91.12","嘉義縣"
"56","2002"," 大埔鄉","173.2472","5","49","1450","3644","2039","1605","2.51","21.03","127.04","91.12","嘉義縣"
"57","2002"," 阿里山鄉","427.8471","12","78","1903","6195","3375","2820","3.26","14.48","119.68","91.12","嘉義縣"
"58","2003"," 嘉義縣","1901.6725","357","5299","160342","560410","295343","265067","3.50","294.69","111.42","92.12","嘉義縣"
"59","2003"," 太保市","66.8964","18","245","9220","34330","18005","16325","3.72","513.18","110.29","92.12","嘉義縣"
"60","2003"," 朴子市","49.5737","27","402","12595","44166","22763","21403","3.51","890.92","106.35","92.12","嘉義縣"
"61","2003"," 布袋鎮","59.7690","23","375","9616","32770","17154","15616","3.41","548.28","109.85","92.12","嘉義縣"
"62","2003"," 大林鎮","64.1663","21","317","10672","35648","18536","17112","3.34","555.56","108.32","92.12","嘉義縣"
"63","2003"," 民雄鄉","85.4969","28","498","20152","71857","37242","34615","3.57","840.46","107.59","92.12","嘉義縣"
"64","2003"," 溪口鄉","33.0463","14","205","4978","17490","9361","8129","3.51","529.26","115.16","92.12","嘉義縣"
"65","2003"," 新港鄉","66.0495","23","380","9620","35969","19163","16806","3.74","544.58","114.02","92.12","嘉義縣"
"66","2003"," 六腳鄉","62.2599","25","328","8616","28293","15089","13204","3.28","454.43","114.28","92.12","嘉義縣"
"67","2003"," 東石鄉","81.5816","23","353","8596","29718","15916","13802","3.46","364.27","115.32","92.12","嘉義縣"
"68","2003"," 義竹鄉","79.2925","22","311","7026","22667","11855","10812","3.23","285.87","109.65","92.12","嘉義縣"
"69","2003"," 鹿草鄉","54.3151","15","255","5338","17827","9580","8247","3.34","328.21","116.16","92.12","嘉義縣"
"70","2003"," 水上鄉","69.1198","26","409","16825","55483","29026","26457","3.30","802.71","109.71","92.12","嘉義縣"
"71","2003"," 中埔鄉","129.5016","22","375","13524","48340","25429","22911","3.57","373.28","110.99","92.12","嘉義縣"
"72","2003"," 竹崎鄉","162.2256","24","407","10608","40916","21905","19011","3.86","252.22","115.22","92.12","嘉義縣"
"73","2003"," 梅山鄉","119.7571","18","200","5998","23128","12322","10806","3.86","193.12","114.03","92.12","嘉義縣"
"74","2003"," 番路鄉","117.5269","11","112","3610","12037","6605","5432","3.33","102.42","121.59","92.12","嘉義縣"
"75","2003"," 大埔鄉","173.2472","5","49","1420","3542","2010","1532","2.49","20.44","131.20","92.12","嘉義縣"
"76","2003"," 阿里山鄉","427.8471","12","78","1928","6229","3382","2847","3.23","14.56","118.79","92.12","嘉義縣"
"77","2004"," 嘉義縣","1901.6725","357","5300","162699","557903","293894","264009","3.43","293.37","111.32","93.12","嘉義縣"
"78","2004"," 太保市","66.8964","18","245","9511","34597","18124","16473","3.64","517.17","110.02","93.12","嘉義縣"
"79","2004"," 朴子市","49.5737","27","403","12779","44057","22690","21367","3.45","888.72","106.19","93.12","嘉義縣"
"80","2004"," 布袋鎮","59.7690","23","375","9696","32480","16975","15505","3.35","543.43","109.48","93.12","嘉義縣"
"81","2004"," 大林鎮","64.1663","21","317","10777","35309","18380","16929","3.28","550.27","108.57","93.12","嘉義縣"
"82","2004"," 民雄鄉","85.4969","28","498","20651","72451","37494","34957","3.51","847.41","107.26","93.12","嘉義縣"
"83","2004"," 溪口鄉","33.0463","14","205","5073","17273","9246","8027","3.40","522.69","115.19","93.12","嘉義縣"
"84","2004"," 新港鄉","66.0495","23","380","9778","35815","19041","16774","3.66","542.24","113.52","93.12","嘉義縣"
"85","2004"," 六腳鄉","62.2599","25","328","8687","27939","14898","13041","3.22","448.75","114.24","93.12","嘉義縣"
"86","2004"," 東石鄉","81.5816","23","353","8709","29399","15740","13659","3.38","360.36","115.24","93.12","嘉義縣"
"87","2004"," 義竹鄉","79.2925","22","311","7034","22303","11669","10634","3.17","281.28","109.73","93.12","嘉義縣"
"88","2004"," 鹿草鄉","54.3151","15","255","5408","17727","9550","8177","3.28","326.37","116.79","93.12","嘉義縣"
"89","2004"," 水上鄉","69.1198","26","409","17045","55276","28905","26371","3.24","799.71","109.61","93.12","嘉義縣"
"90","2004"," 中埔鄉","129.5016","22","375","13731","48157","25368","22789","3.51","371.86","111.32","93.12","嘉義縣"
"91","2004"," 竹崎鄉","162.2256","24","407","10769","40576","21720","18856","3.77","250.12","115.19","93.12","嘉義縣"
"92","2004"," 梅山鄉","119.7571","18","200","6051","22874","12188","10686","3.78","191.00","114.06","93.12","嘉義縣"
"93","2004"," 番路鄉","117.5269","11","112","3633","11958","6542","5416","3.29","101.75","120.79","93.12","嘉義縣"
"94","2004"," 大埔鄉","173.2472","5","49","1430","3524","2000","1524","2.46","20.34","131.23","93.12","嘉義縣"
"95","2004"," 阿里山鄉","427.8471","12","78","1937","6188","3364","2824","3.19","14.46","119.12","93.12","嘉義縣"
"96","2005"," 嘉義縣","1901.6750","357","5304","164911","557101","292919","264182","3.38","292.95","110.88","94.12","嘉義縣"
"97","2005"," 太保市","66.8964","18","245","9771","35066","18293","16773","3.59","524.18","109.06","94.12","嘉義縣"
"98","2005"," 朴子市","49.5737","27","403","13218","44463","22867","21596","3.36","896.91","105.89","94.12","嘉義縣"
"99","2005"," 布袋鎮","59.7690","23","375","9815","32274","16798","15476","3.29","539.98","108.54","94.12","嘉義縣"
"100","2005"," 大林鎮","64.1663","21","317","10774","34938","18139","16799","3.24","544.49","107.98","94.12","嘉義縣"
"101","2005"," 民雄鄉","85.4969","28","498","20984","72556","37478","35078","3.46","848.64","106.84","94.12","嘉義縣"
"102","2005"," 溪口鄉","33.0463","14","205","5126","17371","9262","8109","3.39","525.66","114.22","94.12","嘉義縣"
"103","2005"," 新港鄉","66.0495","23","380","9876","35724","18969","16755","3.62","540.87","113.21","94.12","嘉義縣"
"104","2005"," 六腳鄉","62.2619","25","328","8764","27787","14793","12994","3.17","446.29","113.84","94.12","嘉義縣"
